('mildness', 'mean', 'school')
('visitor', 'lack', 'sort')
('PROPN', 'claim', 'sovereignty')
('market', 'will', 'what')
('PROPN', 'break', 'nose')
('pact', 'have', 'support')
('student', 'analyze', 'role')
('oreste', 'know', 'it')
('boss', 'weave', 'way')
('woman', 'boil', 'cabbage')
('t', 'have', 'asset')
('family', 'release', 'statement')
('t', 'have', 'day')
('search', 'go', 'day')
('group', 'attack', 'house')
('chief', 'ask', 'he')
('PROPN', 'have', 'damage')
('lynx', 'do', 'threat')
('riverboat', 'carry', 'passenger')
('government', 'have', 'they')
('pill', 'to', 'nutrition')
('sector', 'be', 'what')
('PROPN', 'score', 'upset')
('word', 'maintain', 'record')
('quartet', 'have', 'roadmap')
('family', 'be', 'son')
('family', 'send', 'son')
('PROPN', 'understand', 'we')
('voice', 'meet', 'vigil')
('voice', 'organise', 'vigil')
('meter', 'will', 'money')
('meeting', 'would', 'place')
('stance', 'carry', 'weight')
('t', 'have', 'policy')
('PROPN', 'mastermind', 'campaign')
('PROPN', 'capture', 'campaign')
('PROPN', 'kill', 'they')
('PROPN', 'hand', 'camera')
('PROPN', 'encourage', 'they')
('talk', 'address', 'turmoil')
('PROPN', 'call', 'PROPN')
('government', 'have', 'most')
('team', 'would', 'test')
('judge', 'must', 'plan')
('PROPN', 'will', 'rate')
('PROPN', 'tell', 'man')
('mom', 'call', '3776')
('defeat', 'leave', 'more')
('power', 'be', 'figure')
('side', 'reach', 'agreement')
('side', 'form', 'government')
('participation', 'could', 'value')
('child', 'have', 'number')
('PROPN', 'suffer', 'series')
('fact', 'trouble', 'I')
('PROPN', 'should', 'problem')
('PROPN', 'coli', 'live')
('critic', 'accuse', 'powerhouse')
('conference', 'take', 'place')
('minister', 'have', 'cabinet')
('pilot', 'have', 'row')
('t', 'need', 'imagination')
('PROPN', 'aim', 'target')
('caller', 'would', 'woman')
('PROPN', 'have', 'team')
('PROPN', 'have', 'prediction')
('terminal', 'have', 'opening')
('problem', 'force', 'PROPN')
('percent', 'choose', 'handset')
('boss', 'take', 'opportunity')
('PROPN', 'surge', '9.5')
('PROPN', 'gain', '9.5')
('negotiator', 'lay', 'parameter')
('challenge', 'could', 'project')
('PROPN', 'deny', 'accusation')
('plan', 'include', 'help')
('assistance', 'to', 'job')
('PROPN', 'will', 'deficit')
('partner', 'be', 'million')
('t', 'reflect', 'game')
('man', 'have', 'talk')
('talk', 'take', 'place')
('vote', 'strengthen', 'position')
('PROPN', 'have', 'vehicle')
('reality', 'kick', 'lack')
('deal', 'have', 'financing')
('board', 'approve', 'buyout')
('industry', 'exhale', 'sigh')
('individual', 'to', 'file')
('proposal', 'might', 'impact')
('EAST', 'pick', 'way')
('company', 'measure', 'climate')
('note', 'seem', 'interior')
('PROPN', 'clear', 'job')
('goal', 'render', 'goal')
('company', 'face', 'action')
('worker', 'sustain', 'burn')
('PROPN', 'suffer', 'tendon')
('PROPN', 'open', 'PROPN')
('PROPN', 'launch', 'flight')
('judge', 'mention', 'exaggeration')
('other', 'will', 'you')
('PROPN', 'tell', 'astronaut')
('PROPN', 'reach', 'those')
('PROPN', 'would', 'what')
('PROPN', 'to', 'currency')
('attorney', 'file', 'appeal')
('show', 'do', 'opportunity')
('rival', 'spend', 'morning')
('storm', 'dump', 'foot')
('storm', 'drop', 'foot')
('scandal', 'show', 'image')
('scandal', 'tarnish', 'image')
('player', 'be', 'forward')
('PROPN', 'absolve', 'forward')
('one', 'question', 'commitment')
('news', 'prevent', 'market')
('rower', 'will', 'gear')
('daughter', 'run', 'relative')
('daughter', 'hug', 'relative')
('firefighter', 'order', 'evacuation')
('lawyer', 'ask', 'he')
('man', 'hand', 'machete')
('PROPN', 'have', 'satellite')
('girl', 'be', 'breathe')
('girl', 'be', 'breathe')
('country', 'to', 'PROPN')
('security', 'confiscate', 'shipment')
('astrazeneca', 'will', 'response')
('doctor', 'create', 'demand')
('staff', 'be', 'mind')
('supervisor', 'deny', 'it')
('bank', 'begin', 'foray')
('investigator', 'have', 'worker')
('investigator', 'interview', 'worker')
('demonstrator', 'express', 'concern')
('artist', 'might', 'image')
('photograph', 'suggest', 'grounding')
('gunman', 'spray', 'area')
('campaign', 'enter', 'level')
('move', 'would', 'acquisition')
('enthusiasm', 'drop', 'thing')
('enthusiasm', 'do', 'thing')
('PROPN', 'will', 'draft')
('painting', 'depict', 'bird')
('suspension', 'will', 'resident')
('site', 'have', 'employee')
('magazine', 'present', 'pacesetter')
('saint', 'have', 'chance')
('inspiration', 'win', 'be')
('disclosure', 'hinder', 'mission')
('disclosure', 'risk', 'life')
('PROPN', 'come', 'resolve')
('PROPN', 'reaffirm', 'resolve')
('member', 'favour', 'cut')
('government', 'would', 'excuse')
('government', 'have', 'protest')
('structure', 'inhibit', 'ability')
('PROPN', 'have', 'song')
('team', 'break', 'record')
('candidate', 'might', 'what')
('university', 'have', 'agreement')
('co', 'describe', 'he')
('journey', 'involve', 'abundance')
('mother', 'have', 'house')
('analyst', 'see', 'PROPN')
('lawmaker', 'can', 'they')
('number', 'harm', 'themselves')
('son', 'answer', 'door')
('senator', 'have', 'rank')
('PROPN', 'smile', 'word')
('PROPN', 'exchange', 'word')
('PROPN', 'consider', 'terrorist')
('prosecutor', 'reject', 'petition')
('meeting', 'will', 'suggestion')
('PROPN', 'hold', 'position')
('overhaul', 'will', 'people')
('PROPN', 'have', 'song')
('cutback', 'reflect', 'condition')
('foe', 'blame', 'he')
('PROPN', 'show', 'plenty')
('PROPN', 'incur', 'charge')
('PROPN', 'close', 'possession')
('community', 'want', 'what')
('team', 'snap', 'photo')
('camera', 'be', 'time')
('one', 'be', 'odd')
('PROPN', 'assume', 'form')
('PROPN', 'step', 'rhetoric')
('company', 'announce', 'agreement')
('government', 'argue', 'release')
('PROPN', 'order', 'closure')
('PROPN', 'exploit', 'rivalry')
('party', 'will', 'term')
('dust', 'have', 'bacteria')
('hugger', 'to', 'we')
('showing', 'stir', 'sensation')
('porn', 'have', 'sensation')
('custom', 'prevail', 'PROPN')
('requirement', 'could', 'liquidity')
('requirement', 'impair', 'capital')
('PROPN', 'say', 'arrest')
('queen', 'win', 'star')
('PROPN', 'spend', 'much')
('study', 'do', 'what')
('PROPN', 'describe', 'situation')
('people', 'complain', 'situation')
('PROPN', 'observe', 'difference')
('PROPN', 'have', '%')
('attention', 'regard', 'they')
('scheme', 'will', '%')
('PROPN', 'have', 'brownout')
('PROPN', 'pass', 'bill')
('davy', 'admit', 'robbery')
('PROPN', 'be', 'nomination')
('idea', 'turn', 'you')
('PROPN', 'have', 'PROPN')
('PROPN', 'use', 'that')
('consumer', 'cut', 'spending')
('court', 'reject', 'bid')
('distributor', 'call', 'jobber')
('distributor', 'will', 'some')
('PROPN', 'do', 'campaigning')
('PROPN', 'design', 'yellow')
('PROPN', 'line', 'kick')
('hand', 'do', 'some')
('PROPN', 'have', 'PROPN')
('series', 'have', 'feeling')
('account', 'show', 'deficit')
('PROPN', 'warn', 'juror')
('case', 'await', 'they')
('PROPN', 'acquaint', 'leader')
('quarter', 'include', 'sale')
('family', 'to', 'knot')
('couple', 'tie', 'knot')
('boat', 'capsize', 'island')
('boat', 'sink', 'island')
('tension', 'have', 'worry')
('attack', 'take', 'place')
('sport', 'have', 'it')
('politician', 'have', 'follower')
('field', 'play', 'round')
('meeting', 'take', 'place')
('PROPN', 'would', 'channel')
('people', 'be', 'form')
('PROPN', 'have', 'grit')
('convention', 'will', 'afterlife')
('case', 'mark', 'time')
('PROPN', 'charge', 'person')
('PROPN', 'have', 'plan')
('son', 'suffer', 'month')
('PROPN', 'can', 'period')
('restaurant', 'boast', 'view')
('candidate', 'have', 'say')
('PROPN', 'have', 'hope')
('PROPN', 'need', 'point')
('PROPN', 'could', 'emphasis')
('coach', 'say', 'emphasis')
('tabloid', 'run', 'headline')
('property', 'would', 'that')
('PROPN', 'have', 'childhood')
('none', 'make', '10')
('dealer', 'have', 'advantage')
('government', 'must', 'school')
('PROPN', 'could', 'government')
('child', 'be', 'lifestyle')
('company', 'have', 'liquidity')
('government', 'bail', 'PROPN')
('web', 'block', 'sun')
('PROPN', 'pull', 'operator')
('reader', 'can', 'video')
('percent', 'have', 'sort')
('export', 'have', 'inflation')
('couple', 'have', 'plea')
('researcher', 'find', 'those')
('nation', 'be', 'anniversary')
('woman', 'have', 'symptom')
('PROPN', 'rebut', 'suggestion')
('name', 'mean', 'what')
('project', 'utilize', 'telemedicine')
('nation', 'to', 'goal')
('PROPN', 'to', 'job')
('neighbor', 'call', 'police')
('researcher', 'note', 'tumor')
('incidence', 'may', 'occurrence')
('search', 'yield', 'rifle')
('t', 'tell', 'police')
('part', 'would', 'penalty')
('firehouse', 'have', 'any')
('move', 'could', 'election')
('discrepancy', 'be', 'student')
('bookrunner', 'retain', '10')
('t', 'be', 'money')
('people', 'live', 'life')
('petition', 'have', 'testimonial')
('referendum', 'result', 'weight')
('PROPN', 'ask', 'I')
('PROPN', 'do', 'sight')
('PROPN', 'authorize', 'project')
('PROPN', 'never', 'it')
('PROPN', 'say', 'goodbye')
('top', 'take', 'year')
('stress', 'can', 'impact')
('sum', 'make', 'transaction')
('PROPN', 'be', 'concession')
('teenager', 'find', 'PROPN')
('PROPN', 'aren', 'that')
('year', 'will', 'study')
('PROPN', 'release', 'result')
('heritage', 'do', 'what')
('PROPN', 'deny', 'link')
('one', 'give', 'copy')
('coup', 'have', 'economy')
('evening', 'showcase', 'some')
('minister', 'brief', 'mp')
('t', 'get', 'he')
('decision', 'give', 'time')
('investor', 'use', 'commodity')
('embassy', 'issue', 'statement')
('government', 'will', 'burden')
('t', 'require', 'level')
('chancellor', 'might', 'shock')
('PROPN', 'tell', 'audience')
('deal', 'outline', 'term')
('finish', 'prove', 'blow')
('crisis', 'be', 'bank')
('lot', 'have', 'time')
('thousand', 'make', 'it')
('PROPN', 'have', 'vision')
('PROPN', 'send', 'PROPN')
('move', 'would', 'role')
('accountant', 'have', 'book')
('victory', 'have', 'number')
('version', 'will', 'ability')
('sale', 'hit', '18.57bn')
('authority', 'react', 'site')
('authority', 'shut', 'site')
('player', 'have', 'point')
('friend', 'to', 'time')
('PROPN', 'do', 'pang')
('parent', 'stay', 'it')
('parent', 'live', 'it')
('parent', 'never', 'it')
('PROPN', 'turn', 'that')
('PROPN', 'seize', 'sailor')
('PROPN', 'have', 'hit')
('factor', 'include', 'increase')
('PROPN', 'have', 'goal')
('president', 'can', 'scramble')
('member', 'can', 'advice')
('nadal', 'face', 'no')
('PROPN', 'have', 'order')
('PROPN', 'have', 'team')
('PROPN', 'command', 'team')
('government', 'halt', 'search')
('wife', 'be', 'he')
('line', 'to', 'hurdle')
('man', 'run', 'sack')
('aaa', 'blame', 'decline')
('stripe', 'make', 'sense')
('PROPN', 'have', 'smirk')
('PROPN', 'cite', 'charity')
('PROPN', 'welcome', 'move')
('stint', 'could', 'credibility')
('plan', 'might', 'performance')
('insurance', 'can', 'patient')
('local', 'know', 'other')
('local', 'walk', 'town')
('total', 'approach', '30,000')
('PROPN', 'win', 'silver')
('PROPN', 'outline', 'fate')
('scientist', 'be', 'additive')
('man', 'have', 'blood')
('man', 'rip', 'short')
('lie', 'can', 'humanity')
('PROPN', 'telephone', 'worker')
('pitch', 'put', 'PROPN')
('PROPN', 'admit', 'himself')
('storm', 'churn', 'seabed')
('storm', 'cover', 'they')
('hue', 'proclaim', 'I')
('opponent', 'have', 'party')
('terrorist', 'could', 'drone')
('robotic', 'offer', 'way')
('result', 'move', 'PROPN')
('study', 'criticize', 'plan')
('official', 'to', 'job')
('team', 'descend', 'position')
('team', 'stake', 'position')
('survey', 'include', 'employer')
('percent', 'spend', 'hour')
('PROPN', 'mean', 'pot')
('float', 'kick', 'one')
('PROPN', 'tell', 'PROPN')
('PROPN', 'get', 'chorus')
('turnout', 'could', 'participation')
('turnout', 'exceed', 'participation')
('researcher', 'have', 'factor')
('government', 'have', 'man')
('PROPN', 'make', 'choice')
('police', 'want', 'who')
('aig', 'bail', 'money')
('relationship', 'confound', 'prediction')
('failure', 'would', 'PROPN')
('penalty', 'apply', '100')
('mis', 'spell', 'passenger')
('penalty', 'cost', '100')
('dispatcher', 'identify', 'location')
('program', 'include', 'statement')
('PROPN', 'cult', 'follower')
('people', 'never', 'it')
('PROPN', 'be', 'completion')
('player', 'make', 'difference')
('virus', 'have', 'course')
('board', 'meet', 'decision')
('board', 'reach', 'decision')
('detail', 'tell', 'tale')
('PROPN', 'have', 'ability')
('PROPN', 'address', 'complication')
('PROPN', 'require', 'country')
('critic', 'say', 'country')
('regime', 'to', 'atrocity')
('PROPN', 'will', 'market')
('people', 'expect', 'lot')
('grandfather', 'give', 'croft')
('executive', 'have', 'takeover')
('organization', 'have', 'enough')
('other', 'have', 'connection')
('PROPN', 'have', 'detail')
('dip', 'come', 'expectation')
('dip', 'confound', 'expectation')
('number', 'reflect', 'behavior')
('t', 'forget', 'event')
('PROPN', 'record', 'album')
('PROPN', 'have', 'player')
('student', 'will', 'question')
('student', 'will', 'shot')
('PROPN', 'call', 'summit')
('league', 'would', 'evidence')
('graduate', 'to', 'work')
('confusion', 'be', 'uncertainty')
('mechanism', 'contain', 'mystery')
('people', 'have', 'farm')
('t', 'have', 'dial')
('PROPN', 'gain', 'enlightenment')
('PROPN', 'want', 'list')
('side', 'would', 'point')
('farmer', 'be', 'we')
('pain', 'force', 'PROPN')
('coach', 'never', 'she')
('researcher', 'have', 'application')
('police', 'have', 'shopkeeper')
('mannequin', 'must', 'curve')
('minister', 'blunt', 'opposition')
('woman', 'say', 'rating')
('roommate', 'commit', 'suicide')
('city', 'need', 'what')
('PROPN', 'win', 'event')
('thing', 'be', 'child')
('plenty', 'have', 'both')
('government', 'implement', 'change')
('PROPN', 'have', 'life')
('PROPN', 'make', 'mistake')
('t', 'have', 'loyalty')
('PROPN', 'bring', 'bit')
('action', 'will', 'much')
('PROPN', 'rejoin', 'team')
('movie', 'have', 'imagination')
('movie', 'borrow', 'material')
('month', 'rob', 'he')
('weight', 'balloon', 'pack')
('mother', 'give', 'child')
('PROPN', 'see', 'need')
('people', 'have', 'complex')
('PROPN', 'assemble', 'alliance')
('PROPN', 'turn', 'program')
('people', 'board', 'vessel')
('people', 'mask', 'vessel')
('people', 'wear', 'uniform')
('sleeping', 'have', 'baby')
('-', 'mail', 'I')
('architecture', 'support', 'translation')
('letter', 'clarify', 'protection')
('PROPN', 'do', 'port')
('PROPN', 'have', 'start')
('PROPN', 'do', 'war')
('advantage', 'lose', 'strength')
('term', 'could', 'anything')
('PROPN', 'post', 'win')
('PROPN', 'have', 'idea')
('report', 'investigate', 'prospect')
('report', 'provide', 'profile')
('PROPN', 'will', 'innings')
('investigator', 'have', 'man')
('investigator', 'question', 'man')
('investigator', 'clear', 'man')
('authority', 'recover', 'second')
('rationale', 'echo', 'theory')
('PROPN', 'have', 'title')
('patient', 'show', 'trend')
('scot', 'expect', 'justice')
('PROPN', 'manage', 'network')
('PROPN', 'have', '750,000')
('PROPN', 'earn', 'title')
('government', 'have', 'track')
('PROPN', 'have', 'striker')
('people', 'wet', 'bed')
('staff', 'seek', 'language')
('win', 'lift', 'PROPN')
('opposition', 'want', 'referendum')
('show', 'play', 'ovation')
('show', 'elicit', 'ovation')
('landlord', 'may', 'country')
('dealer', 'would', 'name')
('PROPN', 'sign', 'it')
('PROPN', 'have', 'support')
('humanity', 'take', 'challenge')
('writer', 'record', 'ideal')
('PROPN', 'allow', 'journalist')
('PROPN', 'will', 'PROPN')
('PROPN', 'beat', 'PROPN')
('quarter', 'put', 'restriction')
('child', 'use', 'allowance')
('percent', 'designate', 'money')
('skin', 'to', 'pigment')
('virus', 'show', 'symptom')
('PROPN', 'redefine', 'term')
('reporter', 'find', 'reason')
('company', 'owe', '5')
('program', 'prevent', 'sale')
('PROPN', 'withdraw', 'name')
('PROPN', 'lead', 'spectator')
('president', 'could', 'PROPN')
('PROPN', 'will', 'stadium')
('PROPN', 'might', 'venue')
('government', 'destroy', 'place')
('wife', 'call', 'he')
('PROPN', 'have', 'that')
('PROPN', 'wear', 'shoe')
('people', 'see', 'mum')
('admission', 'total', '10,262')
('deal', 'open', 'way')
('people', 'give', 'much')
('product', 'pose', 'risk')
('developer', 'exceed', 'number')
('PROPN', 'do', 'directive')
('campaign', 'do', 'comment')
('survey', 'have', 'decline')
('press', 'can', 'summary')
('cut', 'will', 'that')
('blackburn', 'might', 'life')
('PROPN', 'see', 'it')
('PROPN', 'have', 'time')
('mayor', 'tell', 'PROPN')
('review', 'examine', 'subsystem')
('PROPN', 'have', 'benefit')
('cd', 'cost', 'euro')
('company', 'sell', 'that')
('PROPN', 'can', 'that')
('crew', 'treat', 'victim')
('proposal', 'leave', 'question')
('PROPN', 'be', 'possibility')
('PROPN', 'be', 'payment')
('company', 'have', 'safeguard')
('PROPN', 'forget', 'weakness')
('court', 'uphold', 'ruling')
('PROPN', 'have', 'project')
('authority', 'wire', 'dealer')
('documentary', 'do', 'picture')
('sander', 'write', 'check')
('PROPN', 'tuck', 'which')
('orion', 'will', 'astronaut')
('PROPN', 'offset', 'price')
('injury', 'will', 'surgery')
('injury', 'could', 'timetable')
('PROPN', 'would', 'PROPN')
('album', 'have', 'chart')
('album', 'go', 'platinum')
('bank', 'have', 'lending')
('bank', 'use', 'that')
('review', 'find', 'match')
('gunman', 'open', 'fire')
('child', 'would', 'life')
('PROPN', 'approve', 'delivery')
('investor', 'be', 'meeting')
('husband', 'be', 'class')
('hayle', 'could', 'frustration')
('quarter', 'report', 'volunteer')
('PROPN', 'win', 'major')
('economy', 'should', 'summit')
('analyst', 'have', 'profit')
('PROPN', 'miss', 'jumper')
('PROPN', 'lose', 'jumper')
('leader', 'make', 'appearance')
('camera', 'have', 'logic')
('PROPN', 'give', 'run')
('print', 'reveal', 'clause')
('team', 'have', 'agent')
('tightening', 'will', 'family')
('husband', 'don', 'sweater')
('employer', 'fire', 'you')
('PROPN', 'celebrate', 'veteran')
('PROPN', 'remember', 'veteran')
('PROPN', 'have', 'government')
('market', 'take', 'you')
('PROPN', 'be', 'case')
('veteran', 'split', 'vote')
('consignment', 'would', 'way')
('fertilizer', 'require', 'deal')
('demand', 'have', 'deal')
('campaign', 'end', 'this')
('voter', 'will', 'opportunity')
('country', 'have', 'aid')
('country', 'have', 'money')
('father', 'may', 'daughter')
('mother', 'be', 'jewish')
('PROPN', 'have', 'home')
('PROPN', 'commit', 'foul')
('network', 'involve', 'synapsis')
('idea', 'cross', 'mind')
('acreage', 'will', 'feel')
('bullet', 'have', 'back')
('bullet', 'exit', 'back')
('foreigner', 'be', 'briton')
('inauguration', 'change', 'nothing')
('PROPN', 'postpone', 'tour')
('PROPN', 'raise', 'tempo')
('PROPN', 'tell', 'judge')
('PROPN', 'boost', 'purchase')
('t', 'have', 'sale')
('none', 'make', 'sense')
('PROPN', 'tell', 'police')
('t', 'need', 'thing')
('queen', 'give', 'bag')
('figure', 'include', 'traveller')
('occupation', 'bring', 'slump')
('Police', 'be', 'discovery')
('revision', 'send', 'PROPN')
('revision', 'push', 'pound')
('company', 'will', 'permission')
('democrat', 'lose', 'race')
('PROPN', 'have', 'history')
('unwinding', 'have', 'currency')
('visit', 'manage', 'place')
('man', 'have', 'contribution')
('service', 'set', 'example')
('dictatorship', 'have', 'everything')
('politician', 'set', 'example')
('album', 'to', 'store')
('PROPN', 'get', 'start')
('PROPN', 'identify', 'attacker')
('PROPN', 'lead', 'PROPN')
('club', 'need', 'name')
('businesswoman', 'tell', 'hearing')
('belief', 'have', 'day')
('scrutiny', 'could', 'head')
('guy', 'have', 'weakness')
('government', 'dislodge', 'PROPN')
('government', 'end', 'ability')
('consumer', 'face', 'choice')
('food', 'take', 'chunk')
('doctor', 'have', 'saline')
('drive', 'produce', 'progress')
('voter', 'to', 'what')
('system', 'highlight', 'error')
('PROPN', 'will', 'official')
('t', 'mean', 'it')
('PROPN', 'shed', 'salary')
('woman', 'take', 'scarf')
('woman', 'wrap', 'it')
('PROPN', 'retain', 'control')
('president', 'be', 'signal')
('PROPN', 'do', 'they')
('PROPN', 'have', 'point')
('record', 'have', 'level')
('force', 'control', 'PROPN')
('PROPN', 'report', 'result')
('PROPN', 'swat', 'shot')
('doll', 'have', 'heart')
('mom', 'take', 'they')
('fact', 'to', 'she')
('return', 'follow', 'deal')
('western', 'can', 'time')
('PROPN', 'have', 'follow')
('PROPN', 'get', 'start')
('PROPN', 'write', 'start')
('PROPN', 'make', 'money')
('t', 'beat', 'golfer')
('shopper', 'pass', 'pavement')
('president', 'have', 'overtime')
('PROPN', 'condemn', 'execution')
('PROPN', 'have', 'right')
('PROPN', 'give', 'money')
('production', 'account', 'concern')
('figure', 'have', 'concern')
('eminence', 'have', 'he')
('t', 'know', 'end')
('team', 'lose', 'game')
('PROPN', 'could', 'trigger')
('conductor', 'have', 'history')
('movie', 'target', 'medium')
('PROPN', 'be', 'PROPN')
('offer', 'provide', 'value')
('PROPN', 'defend', 'visit')
('percent', 'will', 'plan')
('t', 'affect', 'player')
('PROPN', 'have', 'more')
('board', 'will', 'string')
('PROPN', 'say', 'string')
('PROPN', 'transfer', 'power')
('court', 'legalize', 'presidency')
('PROPN', 'lead', 'challenger')
('survey', 'suggest', 'challenger')
('challenger', 'stand', 'chance')
('researcher', 'stop', 'study')
('nanny', 'magnate', 'PROPN')
('delay', 'may', 'chance')
('PROPN', 'win', 'poll')
('other', 'have', 'one')
('PROPN', 'enter', 'statement')
('PROPN', 'audit', 'statement')
('PROPN', 'start', 'work')
('PROPN', 'make', 'retooling')
('brother', 'say', 'what')
('PROPN', 'be', 'that')
('military', 'have', 'region')
('PROPN', 'will', '1,000')
('second', 'accuse', 'PROPN')
('farmer', 'cease', 'round')
('sector', 'post', 'gain')
('PROPN', 'have', 'player')
('PROPN', 'adapt', 'which')
('employee', 'face', 'charge')
('PROPN', 'appear', 'emotion')
('PROPN', 'show', 'emotion')
('resident', 'face', 'indignity')
('PROPN', 'need', 'change')
('move', 'would', 'institution')
('figure', 'show', 'improvement')
('rally', 'to', 'sense')
('seed', 'look', 'game')
('PROPN', 'retire', 'game')
('PROPN', 'lead', '3')
('government', 'confirm', 'attack')
('glass', 'litter', 'street')
('authority', 'mount', 'effort')
('PROPN', 'never', 'imagination')
('drug', 'have', 'risk')
('province', 'start', 'investigation')
('PROPN', 'overcome', 'condition')
('attack', 'take', 'place')
('trip', 'have', 'visit')
('member', 'want', 'what')
('government', 'to', 'resource')
('t', 'detect', 'infection')
('suffragette', 'chain', 'herself')
('authority', 'break', 'part')
('PROPN', 'may', 'ice')
('hand', 'have', 'follow')
('t', 'know', 'thing')
('people', 'show', 'gratitude')
('PROPN', 'have', 'catch')
('grape', 'to', 'maturity')
('PROPN', 'have', 'grandchild')
('lot', 'do', 'what')
('PROPN', 'send', 'multistage')
('PROPN', 'make', '3million')
('probe', 'be', 'edge')
('family', 'navigate', 'system')
('verdict', 'send', 'message')
('jihadist', 'view', 'whom')
('PROPN', 'condemn', 'killing')
('leader', 'be', 'victory')
('protester', 'block', 'access')
('worshipper', 'celebrate', 'mass')
('rabbis', 'establish', 'community')
('PROPN', 'shoot', 'itself')
('villalobo', 'receive', 'fee')
('people', 'be', 'lot')
('son', 'attend', 'program')
('people', 'support', 'this')
('people', 'oppose', 'veto')
('bank', 'could', 'effort')
('people', 'will', 'mind')
('investor', 'be', 'economy')
('PROPN', 'must', 'all')
('PROPN', 'get', 'degree')
('PROPN', 'go', 'impact')
('company', 'distribute', 'which')
('PROPN', 'close', 'stack')
('PROPN', 'announce', '530,000')
('PROPN', 'have', 'he')
('PROPN', 'be', 'cool')
('PROPN', 'have', 'difficulty')
('PROPN', 'translate', 'page')
('elite', 'protect', 'commandment')
('deal', 'have', 'concern')
('juror', 'hear', 'client')
('president', 'receive', 'football')
('result', 'reflect', 'share')
('variation', 'pianist', 'chance')
('variation', 'can', 'variety')
('PROPN', 'have', 'call')
('PROPN', 'could', 'answer')
('candidate', 'will', 'candidacy')
('PROPN', 'get', 'hand')
('catch', 'condemn', 'PROPN')
('student', 'familiarize', 'themselves')
('PROPN', 'would', 'himself')
('officer', 'be', 'minister')
('PROPN', 'see', 'good')
('spokeswoman', 'blast', 'move')
('raid', 'leave', 'person')
('life', 'take', 'twist')
('PROPN', 'will', 'she')
('shutdown', 'to', 'inspection')
('lawmaker', 'have', 'asset')
('insurer', 'provide', 'service')
('house', 'should', 'kind')
('work', 'start', 'clad')
('work', 'be', 'clad')
('PROPN', 'slide', 'point')
('police', 'be', 'everyone')
('relative', 'put', 'what')
('PROPN', 'grab', 'veil')
('t', 'tell', 'who')
('widow', 'announce', 'plan')
('PROPN', 'tell', 'jury')
('PROPN', 'lose', 'lap')
('factory', 'be', 'regulation')
('factory', 'dump', 'sewage')
('factory', 'turn', 'river')
('mother', 'have', 'that')
('result', 'obstruct', 'request')
('taxpayer', 'to', 'average')
('flight', 'last', 'minute')
('flight', 'cost', '95')
('couple', 'saunter', '66')
('couple', 'shoot', '66')
('scientist', 'discover', 'connection')
('item', 'take', 'shot')
('million', 'have', 'it')
('indictment', 'might', 'troop')
('indictment', 'peacekeepe', 'troop')
('PROPN', 'integrate', 'PROPN')
('PROPN', 'keep', 'word')
('troop', 'launch', 'series')
('team', 'receive', 'piece')
('bank', 'could', 'payment')
('t', 'force', 'yourself')
('PROPN', 'find', 'voice')
('country', 'take', 'issue')
('diplomat', 'visit', 'PROPN')
('PROPN', 'take', 'flight')
('PROPN', 'launch', 'operation')
('PROPN', 'would', 'store')
('police', 'will', 'gateway')
('head', 'tell', 'PROPN')
('PROPN', 'grab', 'ace')
('PROPN', 'persuade', 'he')
('volkswagen', 'announce', 'plan')
('PROPN', 'win', 'gold')
('reward', 'outweigh', 'drawback')
('PROPN', 'win', 'opener')
('column', 'have', 'inbox')
('PROPN', 'have', 'episode')
('PROPN', 'abandon', 'idea')
('PROPN', 'produce', 'that')
('PROPN', 'score', 'seven')
('PROPN', 'lose', '2.4')
('PROPN', 'plow', 'neighborhood')
('PROPN', 'sweep', 'glass')
('PROPN', 'replace', 'tire')
('PROPN', 'storm', 'PROPN')
('People', 'have', 'right')
('camper', 'can', 'access')
('camper', 'have', 'access')
('yeast', 'build', 'flavour')
('period', 'enhance', 'flavour')
('history', 'have', 'he')
('PROPN', 'sign', 'deal')
('pressure', 'could', 'PROPN')
('PROPN', 'express', 'concern')
('father', 'lie', 'facedown')
('plan', 'have', 'official')
('school', 'might', 'he')
('man', 'accuse', 'another')
('child', 'be', 'he')
('endowment', 'supply', 'third')
('PROPN', 'pull', 'appearance')
('PROPN', 'have', 'appearance')
('PROPN', 'reiterate', 'position')
('PROPN', 'laud', 'legislation')
('father', 'found', 'which')
('people', 'would', 'money')
('PROPN', 'reach', 'milestone')
('analysis', 'show', 'efficacy')
('counterpartie', 'have', 'displeasure')
('authority', 'treat', 'grandparent')
('mother', 'have', 'they')
('student', 'to', 'imperfection')
('manuscript', 'obsess', 'he')
('PROPN', 'ban', 'climb')
('climber', 'carry', 'torch')
('suspect', 'show', 'image')
('suspect', 'pay', '32')
('settler', 'storm', 'home')
('landlord', 'to', 'programming')
('senator', 'can', 'deal')
('PROPN', 'hurt', 'itself')
('team', 'could', 'itself')
('deal', 'include', 'rebate')
('PROPN', 'have', 'share')
('datum', 'lag', 'claim')
('PROPN', 'attack', 'boy')
('PROPN', 'will', 're')
('recession', 'kill', 'humour')
('PROPN', 'incorporate', 'solution')
('PROPN', 'will', 'recovery')
('PROPN', 'will', 'treatment')
('PROPN', 'be', 'spending')
('survivor', 'do', 'people')
('company', 'be', 'that')
('group', 'will', 'lab')
('PROPN', 'play', 'that')
('woman', 'brand', 'year')
('pair', 'trade', 'break')
('resident', 'call', 'it')
