subject_lemma,verb_lemma,object_lemma
man,be,PROPN
search,find,snp
program,replace,human
PROPN,be,tale
day,swamp,community
PROPN,escape,slump
network,get,money
PROPN,have,meeting
PROPN,forge,relationship
PROPN,say,PROPN
PROPN,can,fact
official,could,telephone
PROPN,hold,lead
race,have,PROPN
rule,could,certainty
PROPN,call,option
people,have,access
ruling,trigger,scene
PROPN,have,673
PROPN,have,project
group,begin,regeneration
hospital,have,series
youngster,may,toughness
PROPN,view,which
people,would,you
petrodollar,mean,little
astronaut,could,space
newspaper,estimate,readership
water,will,foot
t,get,position
t,understand,mechanic
t,accept,mechanic
felker,publish,PROPN
PROPN,take,PROPN
lawyer,be,protest
house,could,anything
department,will,safety
PROPN,rank,241st
shot,play,stroke
PROPN,tell,reporter
case,involve,accusation
shaft,provide,warmth
PROPN,tell,story
PROPN,have,eye
PROPN,should,enough
building,have,cafe
time,move,task
broker,have,thousand
broker,be,they
application,include,signage
carrier,have,plan
principal,send,letter
PROPN,have,lead
PROPN,present,synagogue
television,carry,report
t,seek,permission
PROPN,will,right
benchmark,provide,information
PROPN,take,step
photo,do,picture
computer,can,something
child,may,trouble
government,be,PROPN
couple,call,police
PROPN,have,share
brand,include,PROPN
PROPN,launch,counter
headline,be,public
politician,be,budget
PROPN,can,it
series,finish,run
PROPN,choose,route
shooting,have,PROPN
government,be,measure
government,encourage,people
people,do,sleep
people,do,sleep
area,could,inch
PROPN,earn,money
PROPN,prove,performer
nucleus,have,ratio
minute,reveal,heroism
PROPN,adopt,stance
PROPN,have,schedule
user,post,message
PROPN,blame,which
study,provide,evidence
PROPN,be,650
PROPN,ask,PROPN
PROPN,have,partner
PROPN,double,partner
PROPN,love,brother
PROPN,claim,it
PROPN,have,segment
people,give,child
t,agree,more
woman,have,doubt
PROPN,be,snow
PROPN,have,snow
unit,have,business
election,would,message
PROPN,tell,supporter
crisis,prevent,client
burst,rip,one
gang,have,confidence
PROPN,rival,PROPN
toll,could,billion
warplane,hit,target
prosecutor,may,judge
back,pop,ball
back,can,it
pair,settle,difference
pair,will,life
woman,have,chance
group,have,deal
attack,take,place
tsunami,have,dollar
quarter,support,change
PROPN,be,spaceflight
troop,target,hideout
fighting,kill,militant
painting,fetch,m
exporter,be,production
PROPN,get,point
PROPN,have,support
client,pay,subscription
filmmaker,factor,attention
filmmaker,turn,attention
PROPN,to,trial
patriarch,nod,they
PROPN,could,cash
star,enjoy,popularity
company,expect,revenue
PROPN,fall,point
PROPN,shed,point
sale,will,growth
contender,will,PROPN
director,have,shortlist
engineer,be,repair
government,do,army
PROPN,steal,idea
farmer,use,land
PROPN,pour,emotion
horse,have,personality
parliament,pass,resolution
instability,underscore,need
PROPN,have,"9,600"
PROPN,donate,that
people,sicken,I
worker,bury,it
PROPN,will,thumping
climate,have,it
company,will,risk
voter,have,option
PROPN,throw,punch
PROPN,pick,PROPN
PROPN,throw,he
PROPN,reach,point
rata,pay,rata
dog,shoot,owner
dog,kill,owner
attack,could,anger
PROPN,to,number
PROPN,pass,thing
PROPN,deserve,credit
PROPN,obtain,verdict
government,remain,supporter
government,have,supporter
pantheon,sip,ambrosia
PROPN,have,that
hotel,include,PROPN
merchant,pay,that
substance,encourage,introspection
man,run,18
man,stab,18
nation,spearhead,recovery
team,spend,hour
PROPN,approach,PROPN
career,not,exemption
report,provide,context
Police,move,group
PROPN,',PROPN
percent,have,contract
storm,would,land
t,appreciate,he
survey,have,debate
couple,could,commonality
square,make,pattern
body,court,controversy
earthquake,pulverize,capital
PROPN,resist,drug
child,play,unsupervised
PROPN,edit,film
researcher,use,method
PROPN,change,habit
people,do,immunity
coroner,criticise,PROPN
rodeo,have,physique
t,earn,medal
PROPN,do,that
filmmaker,leave,whom
recipient,might,health
PROPN,be,part
vermiculite,have,asbestos
conflict,be,this
conflict,put,this
study,investigate,family
t,leave,animal
PROPN,shoot,percent
People,judge,people
people,could,PROPN
PROPN,finish,order
cry,alert,owner
painting,have,something
leadership,be,name
PROPN,win,jujitsu
hand,draw,line
paper,interview,woman
PROPN,post,which
PROPN,tell,police
PROPN,have,confrontation
PROPN,have,daughter
critic,be,PROPN
PROPN,have,risk
PROPN,back,PROPN
wood,open,round
star,push,he
star,call,security
official,say,patient
country,should,opportunity
transformation,be,that
court,will,case
provision,have,exception
PROPN,hand,package
official,arrest,he
one,have,responsibility
network,have,programming
fan,vote,he
PROPN,make,mistake
storm,cut,visibility
aide,tell,PROPN
aide,do,date
PROPN,walk,PROPN
voter,welcome,most
minority,think,most
car,have,car
newspaper,can,opinion
company,be,complaint
company,deny,wrongdoing
forearm,feature,tattoo
PROPN,stage,work
gang,chase,victim
t,expect,answer
company,have,plan
resident,shout,sign
resident,hold,sign
PROPN,assure,they
government,would,credit
government,demand,that
blast,collapse,mosque
majority,have,view
PROPN,want,ticket
footage,show,body
t,play,ball
t,be,support
thousand,will,blanket
PROPN,undergo,evaluation
PROPN,have,piece
PROPN,surrender,lead
PROPN,score,point
bypass,have,business
PROPN,have,win
PROPN,reach,round
stock,have,percent
police,say,shooting
industry,be,ness
PROPN,have,force
PROPN,would,relation
try,earn,victory
PROPN,have,game
PROPN,have,season
PROPN,have,sex
PROPN,know,who
authority,question,teenager
authority,say,money
authority,shoot,PROPN
kidnapper,drag,I
PROPN,have,role
PROPN,rent,cosmodrome
man,earn,score
PROPN,criticize,yourself
version,deliver,lot
group,have,force
gold,hit,"1,132.95"
PROPN,have,finding
PROPN,take,step
PROPN,would,album
PROPN,dispute,claim
study,find,evidence
enforcement,displace,crime
PROPN,be,share
poll,find,president
officer,arrest,dozen
mayor,deny,everything
PROPN,have,blinder
blast,kill,people
blast,wound,other
movie,have,PROPN
collector,shade,another
PROPN,say,whatever
PROPN,be,design
plant,have,fixture
plant,implement,program
PROPN,lose,sale
company,create,game
PROPN,join,expansion
PROPN,have,season
show,would,debut
PROPN,scour,internet
commission,make,sense
risk,remain,consensus
economy,have,consensus
value,reflect,policy
PROPN,have,repeal
t,marry,couple
player,to,title
PROPN,have,one
government,direct,employer
PROPN,monitor,minute
company,be,plane
PROPN,have,museum
government,change,rule
bank,would,complaint
PROPN,pose,threat
PROPN,add,degree
caucus,will,delegate
attack,kill,brother
wife,urge,kidnapper
step,be,economy
figure,raise,question
survey,poll,adult
witness,see,she
one,would,money
PROPN,leave,line
racism,equip,party
jury,take,hour
charter,call,power
agency,to,right
document,give,power
PROPN,have,king
PROPN,would,chance
t,don,quality
government,send,signal
taxpayer,should,sort
people,should,help
t,be,tactic
t,fear,tactic
collection,feature,piece
fire,cut,electricity
son,case,joint
worker,have,series
city,have,majority
country,be,size
jury,to,charge
speech,explain,relationship
patient,can,some
group,could,which
liberal,do,weight
PROPN,may,question
PROPN,disregard,theory
label,do,content
bill,would,PROPN
bill,return,it
one,will,responsibility
PROPN,meet,target
country,would,talk
PROPN,to,PROPN
PROPN,have,visa
court,rule,he
PROPN,recommend,PROPN
PROPN,have,increase
victim,have,call
Police,have,PROPN
government,might,message
oil,have,run
trader,may,run
PROPN,bring,experience
firefighter,lose,life
commando,kill,gunman
cylinder,give,inkling
PROPN,defeat,PROPN
PROPN,kill,people
PROPN,injure,other
PROPN,will,production
absence,have,more
appearance,seal,connection
PROPN,extend,lead
PROPN,to,run
PROPN,have,tendency
PROPN,will,product
PROPN,want,government
PROPN,produce,percent
group,be,protest
government,present,budget
doctor,do,time
retailer,launch,that
PROPN,have,old
judge,uphold,claim
prosecutor,have,he
PROPN,lose,kronor
PROPN,take,question
candidate,answer,question
position,involve,cast
PROPN,be,member
PROPN,urge,ministry
opinion,carry,weight
PROPN,increase,tempo
PROPN,may,appearance
injury,do,performance
PROPN,miss,season
PROPN,receive,vote
PROPN,to,suspension
PROPN,provide,portfolio
t,want,that
PROPN,be,talk
PROPN,quote,PROPN
police,take,PROPN
tipster,report,PROPN
election,reflect,rejection
mayor,favor,interest
city,have,high
increase,have,high
share,add,0.5p
election,will,solution
PROPN,add,billion
air,can,lung
air,leave,lung
paramedic,arrive,father
paramedic,take,father
PROPN,never,back
country,have,fill
crisis,be,system
parent,control,technology
recession,have,life
train,travel,part
government,could,program
PROPN,call,ambulance
government,announce,series
inquiry,involve,any
couple,have,saving
group,have,most
pact,would,chance
man,invade,house
man,kidnap,child
man,leave,they
man,swam,day
man,spend,day
PROPN,have,record
PROPN,help,himself
PROPN,extend,advantage
politician,be,credit
police,discover,thousand
PROPN,support,whom
detective,arrest,man
leader,tell,member
code,have,letter
man,know,percent
authority,have,reward
warship,be,PROPN
PROPN,produce,metre
feeling,subside,PROPN
t,go,PROPN
veteran,get,PROPN
veteran,may,PROPN
court,take,dumping
PROPN,tally,run
sale,have,proceed
PROPN,plan,which
group,have,state
conference,will,place
people,don,what
PROPN,isn,competitor
structure,would,work
troop,have,stride
side,have,death
party,have,loss
announcement,do,offer
individual,fuse,genome
guidance,disappoint,investor
PROPN,do,fact
medium,erode,language
medium,elevate,that
bank,halt,billion
audience,know,significance
PROPN,can,comfort
approach,aren,t
PROPN,would,debate
police,shoot,officer
PROPN,may,use
squid,remind,I
PROPN,pick,ball
PROPN,look,ball
PROPN,hurl,it
judge,have,none
statement,involve,number
impact,to,timing
soldier,take,they
management,change,methodology
PROPN,appoint,PROPN
doctor,have,she
cheapflight,call,it
people,be,coal
PROPN,kick,extra
park,get,one
PROPN,have,model
outlet,have,that
fight,have,progress
PROPN,tell,story
PROPN,play,bass
regulator,have,bank
woman,place,ranch
woman,leave,ranch
film,include,image
film,have,youth
t,have,PROPN
PROPN,would,what
PROPN,do,himself
PROPN,drop,anchor
officer,grind,face
management,to,performance
troop,face,insurgency
chandelier,adorn,room
PROPN,have,lot
cab,cost,lat
conflict,could,PROPN
militia,run,neighborhood
PROPN,can,spending
PROPN,fulfill,pledge
deployment,have,edge
people,defer,spending
PROPN,complete,pass
country,give,permission
company,may,transfer
PROPN,have,number
PROPN,score,point
PROPN,get,point
PROPN,publish,framework
PROPN,have,point
PROPN,have,point
constituent,have,they
disclosure,receive,compensation
company,have,month
outlaw,have,chance
PROPN,have,relationship
PROPN,resent,whom
overweight,should,protection
picture,show,gash
PROPN,round,move
Police,say,nurse
boy,tell,she
PROPN,receive,nomination
move,could,region
move,hurt,authority
PROPN,be,what
advantage,propel,he
campaign,cast,she
country,must,partnership
event,have,impact
PROPN,back,separatist
PROPN,have,other
pair,put,side
mountain,take,million
PROPN,face,charge
PROPN,post,increase
drug,get,attention
think,could,talk
t,look,fun
t,seem,fun
official,say,graft
researcher,be,company
PROPN,have,favorite
PROPN,enter,year
dynamism,present,paradox
packaging,put,they
PROPN,clear,PROPN
PROPN,stand,dress
PROPN,wear,dress
PROPN,have,it
PROPN,have,source
group,can,inflation
account,pay,3pc
day,have,surge
t,give,excuse
bank,fold,business
enthusiast,don,what
adult,should,value
room,have,fireplace
PROPN,would,fund
PROPN,have,price
helicopter,crisscross,region
PROPN,spend,weekend
job,must,dimension
cost,give,interest
force,have,number
invasion,lead,analyst
doctor,be,this
doctor,confirm,this
symptom,include,fever
PROPN,have,ball
PROPN,face,that
experience,offer,way
emperor,wear,clothe
show,have,form
jury,take,hour
PROPN,hold,rate
diplomat,have,PROPN
PROPN,have,what
team,would,sponsor
authority,ban,traffic
actor,could,something
tome,have,mirth
airline,cease,trading
test,cost,30
test,may,impact
girlfriend,scratch,back
percent,show,link
region,have,council
people,walk,train
people,have,estimate
PROPN,be,independence
brother,pay,"5,000"
PROPN,have,goal
campaigner,present,coffin
relation,take,lot
PROPN,do,people
argument,cite,shape
officer,describe,suspect
republican,deride,they
market,make,what
expert,have,theory
delivery,may,lot
responsibility,include,environment
People,love,tool
PROPN,might,PROPN
Police,come,we
Police,get,we
PROPN,say,effort
%,lack,status
PROPN,urge,PROPN
people,buy,phone
engine,displace,litre
engine,will,tonne
rebel,can,support
other,bring,umbrella
PROPN,give,we
PROPN,set,checkpoint
tool,create,sense
conference,bring,some
minister,claim,provision
administration,have,message
t,do,anything
haul,would,advantage
haul,would,advantage
PROPN,give,statement
PROPN,have,year
county,permit,machine
PROPN,have,officer
officer,cite,quarter
use,highlight,deficit
reflection,reach,1
people,have,region
shrapnel,shred,uniform
defeat,represent,sort
PROPN,have,game
t,help,it
humanity,nourrish,doubt
PROPN,receive,percent
PROPN,can,slop
PROPN,embarrass,team
government,would,battle
PROPN,debut,1
PROPN,win,election
man,be,charge
lady,do,cheese
PROPN,consider,arm
PROPN,take,arm
authority,shift,detention
search,can,individual
PROPN,have,profile
lender,would,percent
technology,will,support
stock,trade,price
police,disarm,man
client,have,line
doesn,make,sense
statement,thank,authority
approach,may,form
approach,go,form
approach,look,form
approach,find,something
approach,make,contact
appearance,provide,backdrop
PROPN,give,run
t,see,change
business,make,profit
rule,require,airline
PROPN,need,drainage
state,do,interest
kid,face,struggle
PROPN,have,assurance
investor,seek,safety
arrangement,suit,he
school,be,they
character,would,depth
market,suffer,day
PROPN,put,day
PROPN,be,passport
wave,lap,sand
stretch,draw,surfer
state,put,PROPN
audit,obtain,detail
legislation,will,burden
ban,violate,constitution
PROPN,can,sport
PROPN,bring,love
authority,shut,airport
PROPN,honor,time
PROPN,criticize,PROPN
neighbour,back,he
gator,catch,one
carbon,would,emission
PROPN,will,menu
union,have,plan
census,give,evidence
service,provide,gambling
PROPN,will,information
PROPN,earn,shutout
PROPN,predict,finish
PROPN,have,chance
PROPN,have,series
project,have,permit
partner,call,it
fire,destroy,home
addition,provide,levity
PROPN,find,herself
PROPN,hand,opiate
PROPN,have,thought
decision,send,message
system,not,it
PROPN,call,that
company,have,commitment
factor,be,PROPN
PROPN,engage,PROPN
senator,tighten,wording
immigrant,to,check
PROPN,accept,%
point,review,paper
remedy,have,efficacy
PROPN,take,part
government,abandon,people
stock,close,%
protest,draw,people
celebrity,be,challenge
PROPN,to,himself
PROPN,have,option
PROPN,never,idea
compost,can,dependence
institution,be,money
boss,tell,she
goal,give,momentum
PROPN,assume,responsibility
PROPN,have,undergraduate
company,will,that
user,be,message
scandal,to,homosexuality
PROPN,underline,potential
man,have,it
PROPN,follow,burst
shutout,lead,major
PROPN,could,all
PROPN,pay,dividend
government,allocate,they
segment,review,series
loss,cost,place
negotiation,leave,it
PROPN,refuse,that
search,involve,member
finding,underscore,risk
PROPN,quote,PROPN
PROPN,cite,outreach
PROPN,run,PROPN
volunteer,have,clip
employer,be,worker
flood,have,people
player,include,stmicroelectronic
PROPN,may,protest
t,have,sinker
stylist,do,she
stylist,hate,she
t,doesn,congregation
failure,could,collapse
parent,mistake,intent
PROPN,fight,occupation
PROPN,take,lead
PROPN,mount,comeback
PROPN,beat,PROPN
PROPN,could,that
downtown,squeeze,dollar
PROPN,take,result
PROPN,have,daughter
PROPN,remain,PROPN
PROPN,but,PROPN
t,get,clue
banging,leave,PROPN
attempt,have,she
PROPN,drop,lawyer
proposal,will,that
government,must,blame
PROPN,will,information
PROPN,will,applicant
PROPN,represent,step
fact,reveal,poverty
people,have,home
agreement,make,what
captor,be,withdrawal
PROPN,can,profit
portfolio,include,brand
PROPN,cause,vomit
majority,should,he
PROPN,criticize,volatility
military,have,that
PROPN,have,most
people,learn,what
chain,open,restaurant
sale,would,hope
PROPN,will,day
PROPN,have,quality
henrique,tell,man
PROPN,squelch,rumor
PROPN,hold,edge
government,approve,talk
linguist,slam,it
PROPN,show,sign
PROPN,come,it
PROPN,fish,it
PROPN,put,it
PROPN,play,college
PROPN,own,newspaper
PROPN,have,faith
committee,dismiss,allegation
committee,order,he
PROPN,give,boost
contract,contain,clause
PROPN,will,pressure
couple,would,rebate
celebrity,take,spot
country,have,threat
practitioner,have,medication
establishment,have,habit
bank,can,asset
PROPN,can,ball
credit,field,ball
soldier,retrace,melancholy
government,have,fund
biretta,have,corner
PROPN,give,hat
broadcaster,provide,portrayal
parent,limit,access
pilot,will,contractor
pilot,involve,contractor
PROPN,would,access
campaign,use,sound
PROPN,wield,influence
retailer,to,item
retailer,should,item
PROPN,release,pig
PROPN,send,review
mediator,have,group
family,spend,time
PROPN,need,PROPN
PROPN,insist,most
populus,do,most
amount,will,dent
slump,derail,growth
t,get,chance
fan,take,picture
player,give,account
PROPN,see,deal
PROPN,see,deal
victim,view,this
police,describe,what
renovation,include,addition
idea,raise,question
s,confer,right
number,belie,occasion
PROPN,tell,PROPN
treatment,send,signal
PROPN,have,PROPN
warming,threaten,ecosystem
PROPN,use,type
PROPN,have,lot
society,would,dust
PROPN,invite,he
hr,would,funding
PROPN,obtain,commitment
child,have,defect
official,have,PROPN
consistency,have,he
people,lack,electricity
change,have,decline
visit,would,victory
rest,shake,victory
PROPN,pay,fine
adult,answer,questionnaire
troop,have,rebel
PROPN,ship,that
president,give,assurance
PROPN,order,aid
PROPN,do,idea
neighbour,hear,cry
neighbour,respond,planet
community,perform,function
inspector,publish,report
opposition,could,which
PROPN,take,we
court,remand,he
PROPN,should,healthcare
PROPN,announce,control
figure,exclude,sale
time,be,it
t,make,bet
bottle,appear,wave
bill,would,fund
man,have,she
cleric,suffer,bullying
PROPN,get,control
university,should,stand
PROPN,give,indication
PROPN,have,economy
company,have,filing
group,have,course
program,lack,safeguard
t,violate,right
band,wear,outfit
family,find,offensive
government,to,mine
party,face,effort
transfer,could,PROPN
soldier,battle,PROPN
PROPN,have,goal
party,have,PROPN
move,reflect,importance
PROPN,hand,ball
son,stay,attitude
son,have,attitude
buyer,have,everything
PROPN,employ,that
prosecutor,have,detail
PROPN,have,PROPN
t,believe,choice
entourage,have,anything
diary,reflect,discontent
framework,have,section
writer,scold,those
order,do,strength
area,show,strength
PROPN,be,crowd
PROPN,return,something
PROPN,do,something
percent,have,maturity
paper,experience,improvement
wood,tell,PROPN
PROPN,have,battle
player,deserve,performance
guard,man,perimeter
tower,block,place
tower,swap,place
arm,publish,report
conservative,fear,kind
PROPN,dump,dollar
head,tell,reporter
property,visit,website
patient,lose,weight
PROPN,will,rest
PROPN,have,equivalent
t,produce,offense
process,can,record
contender,step,support
taxpayer,can,detail
taxpayer,demand,answer
reform,would,program
PROPN,can,weekend
court,enter,plea
PROPN,lose,licence
PROPN,threaten,attack
nose,can,smell
resident,tell,PROPN
leader,have,calm
woman,throw,bottle
public,know,anything
site,have,photo
wife,will,benefit
PROPN,steal,PROPN
team,have,PROPN
PROPN,would,it
god,will,child
god,ward,spirit
member,vaunt,bench
PROPN,lose,game
PROPN,leave,money
PROPN,have,chance
PROPN,have,aid
director,will,bonus
ensign,acquire,facility
word,can,imagination
generation,can,audiobook
footballer,take,drug
PROPN,post,loss
PROPN,question,effectiveness
PROPN,would,round
PROPN,be,penny
dog,help,soldier
sophistication,represent,paradigm
PROPN,would,consumer
PROPN,expand,margin
group,have,memo
spokesman,tell,I
error,make,difference
publisher,to,technology
publisher,make,this
PROPN,miss,game
company,have,criticism
PROPN,headline,gala
author,do,homework
PROPN,assume,helm
shouldn,send,money
PROPN,have,trap
PROPN,lose,serve
PROPN,stop,shot
dozen,would,that
PROPN,enjoy,handshake
warning,could,court
business,could,access
other,be,blip
departure,would,end
PROPN,have,clause
court,be,lawsuit
inflation,reach,percent
PROPN,have,meeting
PROPN,defend,business
development,show,sign
PROPN,have,dividend
PROPN,be,trip
PROPN,tell,reporter
PROPN,roll,eye
PROPN,miss,most
spokesman,tell,PROPN
farmer,plant,acre
idiot,foist,about
PROPN,strike,PROPN
PROPN,be,step
PROPN,would,PROPN
PROPN,tell,it
group,spend,200
assembly,would,place
-,total,disregard
PROPN,have,what
PROPN,reject,accusation
PROPN,host,49ers
change,produce,unrest
PROPN,operate,reactor
operation,cause,damage
workforce,leave,company
workforce,saddle,company
candidate,win,10
candidate,win,percent
python,could,wildlife
plant,would,rubbish
plant,produce,fuel
law,do,aspect
presence,frighten,I
presence,worry,I
boycott,stall,proceeding
board,attribute,cause
board,kill,260
prescience,give,pause
hindsight,give,opportunity
judge,take,"8,500"
PROPN,be,audition
PROPN,pick,seat
PROPN,get,PROPN
PROPN,will,PROPN
requester,get,everything
percent,get,part
PROPN,level,all
cockpit,catch,fire
employee,have,job
PROPN,bring,handgun
magistrate,impose,PROPN
PROPN,brag,right
player,might,they
PROPN,spend,remainder
government,transfer,defendant
victory,cap,season
subscriber,can,access
city,do,what
diplomat,needle,PROPN
staff,misspell,word
-,include,patient
PROPN,will,technology
H-6,can,bomb
company,have,space
side,have,space
people,send,postcard
t,have,language
estimate,suggest,1.7bn
judge,recuse,himself
remark,follow,claim
move,follow,that
ability,recognize,misstep
ability,accept,change
ability,reveal,shift
PROPN,ram,par
PROPN,birdie,par
PROPN,pick,shot
consumer,lack,income
acceleration,may,policymaker
PROPN,have,success
PROPN,have,scheme
PROPN,should,priority
PROPN,have,series
performance,include,cover
PROPN,lose,immunity
court,rule,measure
protester,have,support
PROPN,have,award
smell,waft,backstage
deal,have,risk
people,say,what
shoe,seem,sign
rain,force,abandonment
PROPN,will,maintenance
PROPN,open,lead
loser,edge,winner
government,combine,measure
fire,be,shot
government,reiterate,support
PROPN,could,money
PROPN,will,announcement
PROPN,will,PROPN
government,be,what
parolee,offer,employer
Police,have,suspect
construction,lose,job
PROPN,put,it
official,be,clause
PROPN,report,theft
PROPN,be,whom
fact,have,politician
PROPN,set,fee
money,go,fee
official,have,victim
PROPN,burn,tire
production,offset,downtime
son,have,appetite
son,have,appetite
rest,battle,storm
lot,push,odd
PROPN,rub,other
PROPN,do,trick
People,be,face
man,strike,wife
authority,tell,reporter
PROPN,upset,PROPN
researcher,downgrade,forecast
don,give,character
PROPN,have,flurry
phone,will,functionality
bank,will,percent
PROPN,receive,scare
school,would,detail
PROPN,have,test
report,buttress,agenda
determination,ensure,afternoon
cast,feature,performance
club,announce,loss
PROPN,concede,vote
t,have,life
executive,aren,t
PROPN,have,secret
statistic,show,growth
leader,be,trouble
head,prevail,amount
responsibility,win,amount
woman,can,problem
student,try,luck
activity,think,that
PROPN,find,way
school,hold,assembly
student,to,telecast
company,have,comment
child,have,dentist
PROPN,have,result
PROPN,change,it
voter,want,candidate
manufacturing,grow,percent
manufacturing,expand,percent
individual,pay,fine
PROPN,draw,will
diatribe,hit,issue
firefighter,have,fire
program,have,deal
PROPN,sharpen,critique
leader,press,PROPN
PROPN,have,status
flu,have,status
PROPN,play,part
PROPN,may,something
witness,tell,reporter
victim,tell,they
PROPN,seek,support
PROPN,sponsor,resolution
PROPN,put,vote
Police,swarm,section
foot,represent,body
pirate,balance,ladder
pirate,crawl,side
PROPN,take,control
PROPN,set,PROPN
punditry,will,effect
PROPN,tie,it
PROPN,say,bit
PROPN,see,debate
union,embrace,reform
job,will,we
member,have,say
PROPN,have,result
PROPN,coach,PROPN
farmer,be,100
farmer,crack,cocaine
product,tingle,less
poll,show,percent
fire,force,evacuation
series,begin,mower
PROPN,be,unit
activity,be,increase
victim,suffer,courage
thunderstorm,batter,PROPN
firm,be,stress
PROPN,have,negotiation
PROPN,read,poem
PROPN,defeat,PROPN
PROPN,have,light
study,find,link
study,decrease,risk
leader,say,suspicion
husband,have,manner
mosquito,make,impact
hiker,have,identification
PROPN,denounce,many
PROPN,have,position
PROPN,turn,heat
company,to,offer
PROPN,shoot,thought
estimate,cover,present
PROPN,win,PROPN
book,include,title
t,have,genius
PROPN,sign,PROPN
poll,should,share
poll,understate,PROPN
fan,hold,banner
PROPN,sign,contract
PROPN,never,fiction
portfolio,include,oversight
total,have,award
failure,to,innocence
people,to,child
afterglow,afford,opportunity
PROPN,claim,element
government,order,execution
jury,indict,man
embrace,hide,fact
reporter,can,confidentiality
PROPN,have,power
premise,include,area
child,climb,tree
staff,to,situation
devolution,have,we
tumor,have,use
PROPN,expect,PROPN
portfolio,include,device
index,add,percent
state,have,right
PROPN,will,game
People,be,investment
PROPN,prevail,stretch
team,miss,opportunity
t,have,oasis
member,seek,refuge
revolution,have,model
concentration,be,rest
nation,punctuate,barrage
PROPN,accept,offer
PROPN,would,nothing
police,deem,presence
police,arrest,old
PROPN,have,lesson
PROPN,deny,that
executive,might,bonus
dozen,take,shot
man,do,nothing
case,attract,headline
authority,be,resident
PROPN,have,game
folk,see,twitter
people,explore,possibility
t,seek,help
people,will,rational
report,cite,case
PROPN,have,contingent
PROPN,will,talk
PROPN,expect,fan
schedule,mean,action
race,to,host
insurgent,have,history
PROPN,would,deficit
pirate,have,havoc
area,will,increase
PROPN,offer,model
audit,log,decision
audit,make,decision
PROPN,find,many
film,begin,life
film,recount,life
-,',skill
-,can,they
PROPN,have,office
PROPN,provide,access
book,include,one
PROPN,will,responsibility
title,include,PROPN
PROPN,electrocute,man
execution,lift,moratorium
agency,have,jurisdiction
company,have,presence
consumer,switch,option
PROPN,should,initiative
police,arrest,suspect
demand,be,capability
PROPN,fly,ball
office,have,victim
PROPN,have,circle
relative,pull,he
PROPN,throw,hand
conservative,release,manifesto
lender,have,rate
PROPN,have,ideology
child,have,rate
PROPN,celebrate,anniversary
team,have,gain
recognition,would,pressure
PROPN,tell,reporter
PROPN,have,information
PROPN,will,importance
PROPN,tie,love
t,see,PROPN
PROPN,cite,PROPN
verse,could,life
resolution,would,country
diplomat,will,minister
PROPN,win,debate
t,speak,PROPN
bank,can,judgment
counterpart,do,that
PROPN,buy,suit
pastor,have,thinking
investigator,examine,car
player,can,vision
player,craft,enemy
people,might,belt
people,might,belt
people,invest,less
percent,have,view
PROPN,surprise,people
company,have,subscriber
weed,have,history
Police,urge,witness
demonstrator,shout,slogan
police,remove,he
doctor,attribute,seizure
PROPN,have,sympathy
commissioning,may,way
PROPN,breathe,piece
majority,do,document
change,affect,holder
PROPN,share,bill
officer,enter,home
player,agree,term
report,debunk,myth
authority,release,member
ticket,cost,more
-,look,listener
-,see,listener
PROPN,drive,car
department,do,statistic
cheese,enter,basket
woman,be,juror
PROPN,can,weapon
official,say,militant
PROPN,regain,lead
analyst,have,disparity
split,take,place
t,need,luck
official,to,decision
development,to,shopper
PROPN,give,custody
park,suffer,PROPN
region,do,problem
t,play,confidence
sweep,continue,violence
truce,have,violence
PROPN,quote,letter
day,can,gem
t,pay,10
PROPN,run,home
network,have,way
youngster,face,trip
investor,cast,eye
bear,have,sol
result,have,PROPN
drug,rule,violation
investigator,have,knife
film,take,you
summer,bring,discontent
PROPN,have,reason
PROPN,challenge,forcefulness
leader,insist,victory
people,come,I
people,tell,I
victory,give,win
t,don,PROPN
totality,lay,bare
country,take,membership
participant,use,word
graduate,will,assignment
PROPN,score,13
one,should,surgery
PROPN,list,priority
bank,be,way
aid,get,percent
prescription,grow,percent
contender,kick,first
group,criticize,organizer
member,have,medal
company,offer,tool
local,pour,space
people,drink,mojito
church,furnish,breakfast
church,have,service
PROPN,halt,test
PROPN,would,service
pattern,show,growth
PROPN,orchestrate,crisis
prosecutor,have,evidence
defense,can,PROPN
visitor,wear,attire
organization,will,line
PROPN,take,drop
PROPN,beat,PROPN
PROPN,face,deficit
people,understand,benefit
brother,read,part
court,can,factory
PROPN,have,hope
convoy,stop,attack
mayor,should,control
scientist,could,test
win,keep,PROPN
opponent,see,themselves
PROPN,fight,PROPN
agency,tell,he
paper,carry,picture
daughter,to,life
class,bring,scholarship
band,have,nomination
band,boast,shout
group,to,impact
turbine,would,impact
t,do,almond
rule,do,anyone
investigator,be,sale
PROPN,go,discussion
PROPN,have,discussion
human,be,behavior
household,spend,time
PROPN,pass,PROPN
PROPN,have,PROPN
PROPN,see,which
method,use,technology
method,can,advantage
PROPN,put,PROPN
consumer,spend,50
pointer,give,lead
PROPN,show,burst
PROPN,take,approach
pressure,cause,vein
school,get,opportunity
information,contain,statement
factor,include,condition
PROPN,do,obligation
defeat,leave,PROPN
defeat,face,fight
PROPN,release,that
PROPN,have,211
PROPN,write,down
evidence,add,penalty
evidence,suggest,penalty
PROPN,have,that
PROPN,open,facility
PROPN,explore,that
plot,expose,failure
