subject_lemma,verb_lemma,object_lemma
pastor,have,thinking
investigator,examine,car
player,can,vision
player,craft,enemy
people,might,belt
percent,have,view
PROPN,surprise,people
company,have,subscriber
weed,have,history
Police,urge,witness
demonstrator,shout,slogan
police,remove,he
doctor,attribute,seizure
PROPN,have,sympathy
commissioning,may,way
majority,do,document
change,affect,holder
PROPN,share,bill
officer,enter,home
player,agree,term
report,debunk,myth
authority,release,member
ticket,cost,more
PROPN,be,minister
department,do,statistic
cheese,enter,basket
woman,be,juror
PROPN,can,weapon
militant,target,compound
PROPN,regain,lead
analyst,have,disparity
split,take,place
PROPN,need,luck
official,to,decision
development,to,shopper
PROPN,give,custody
region,do,problem
sweep,continue,violence
truce,have,violence
PROPN,quote,letter
day,can,gem
t,pay,10
PROPN,run,home
country,have,year
network,have,way
youngster,face,trip
investor,cast,eye
PROPN,face,disaster
drug,rule,violation
investigator,have,knife
film,take,you
PROPN,challenge,forcefulness
victory,give,win
t,consider,PROPN
candidate,lay,will
country,take,membership
participant,use,step
graduate,will,assignment
PROPN,score,13
one,should,surgery
PROPN,list,priority
bank,be,way
aid,get,percent
prescription,grow,percent
contender,kick,first
group,criticize,organizer
PROPN,step,line
substitute,use,PROPN
member,have,medal
company,offer,tool
people,drink,mojito
church,furnish,breakfast
church,have,service
PROPN,would,service
pattern,show,growth
PROPN,orchestrate,crisis
prosecutor,have,evidence
defense,can,PROPN
visitor,wear,attire
organization,will,line
PROPN,take,drop
PROPN,beat,PROPN
PROPN,face,deficit
people,understand,benefit
brother,read,part
court,can,factory
PROPN,have,hope
convoy,stop,attack
mayor,should,control
scientist,could,test
opponent,see,themselves
agency,tell,he
paper,carry,picture
white,show,pattern
daughter,to,life
class,bring,scholarship
band,have,nomination
group,to,impact
turbine,would,impact
t,do,almond
rule,do,anyone
investigator,be,sale
performance,give,PROPN
PROPN,go,discussion
PROPN,have,discussion
human,be,behavior
household,spend,time
PROPN,pass,PROPN
PROPN,have,PROPN
PROPN,see,which
method,use,technology
method,can,advantage
PROPN,put,PROPN
consumer,spend,50
pointer,give,lead
thing,be,church
PROPN,show,burst
PROPN,take,approach
school,get,opportunity
information,contain,statement
factor,include,condition
PROPN,do,obligation
defeat,leave,fight
defeat,face,fight
PROPN,have,211
evidence,add,penalty
evidence,suggest,penalty
photograph,show,container
PROPN,open,facility
PROPN,explore,that
vulnerability,mask,firepower
growth,may,skill
plot,expose,failure
boy,to,presence
boy,to,we
team,would,role
PROPN,have,reach
agent,say,solicitor
buyer,have,finance
agent,have,solicitor
agent,have,home
agent,secure,buyer
people,do,endowment
indifference,reflect,change
military,have,money
moviemaker,call,they
lawmaker,confirm,PROPN
PROPN,command,nation
PROPN,finance,stadia
PROPN,back,venue
doctor,classify,he
PROPN,t,any
bank,be,money
PROPN,put,feeler
PROPN,send,name
PROPN,gain,respect
holder,have,employment
woman,have,brother
PROPN,do,momentum
combination,prevent,scoring
PROPN,announce,venture
horse,have,time
PROPN,might,sentence
PROPN,will,lead
PROPN,will,role
doctor,can,tumour
party,have,popularity
PROPN,defend,chief
PROPN,have,announcement
physician,leave,performer
business,take,hit
people,give,hit
party,will,315
director,prefferre,city
PROPN,restore,service
PROPN,create,job
share,represent,percentage
PROPN,have,access
site,offer,application
PROPN,take,brunt
journalist,interview,commander
PROPN,be,m
PROPN,lead,34
stack,keep,belt
scrutiny,can,thickest
PROPN,say,part
percent,support,measure
utility,do,datum
PROPN,turn,option
case,cost,grand
people,shout,welcome
census,have,specialist
PROPN,finish,point
hunter,face,hazard
shareholder,have,concern
PROPN,to,round
claim,rape,who
president,to,office
Police,discover,it
people,get,music
mustn,tarnish,it
PROPN,join,PROPN
official,say,nothing
Police,have,report
PROPN,compare,plan
PROPN,take,office
PROPN,would,it
flag,have,bar
PROPN,slash,shot
PROPN,accept,apology
PROPN,reject,report
enthusiasm,to,challenge
company,have,funding
board,recommend,deal
PROPN,could,mark
field,go,10
government,have,security
girl,throw,herself
wife,wear,headscarf
brigade,have,formation
woman,share,chore
kid,frame,day
PROPN,finish,admission
drug,deserve,asterisk
referee,see,incident
fa,can,anything
inquiry,have,protest
PROPN,do,this
PROPN,have,one
consumer,have,spending
judge,do,finding
PROPN,report,tsunami
PROPN,bring,that
PROPN,get,break
PROPN,beat,child
lawmaker,have,they
body,attack,tissue
shooter,be,she
shooter,shoot,she
PROPN,tell,PROPN
kind,'ll,action
deputy,find,body
researcher,use,datum
native,can,more
elephant,kill,people
elephant,chase,600
PROPN,stake,claim
PROPN,announce,plan
third,have,tooth
buddy,see,speech
move,would,loophole
week,have,succession
conservative,score,inequality
conservative,explain,inequality
adult,consume,g
PROPN,ingest,amount
consumer,can,taste
government,give,grant
entrepreneur,raise,m
officer,pull,bullet
PROPN,be,job
board,approve,application
PROPN,lead,PROPN
PROPN,to,cargo
opposition,cite,fraud
jury,have,plea
system,cripple,business
system,tie,employee
system,deny,many
PROPN,have,frame
PROPN,add,frame
defense,call,expert
institution,can,that
PROPN,increase,lead
PROPN,have,more
choice,reflect,belief
people,experience,preference
designer,will,woman
nurse,spend,thousand
report,shed,light
maneuvering,to,you
thief,use,method
sector,exhibit,preference
verdict,underscore,difficulty
PROPN,have,dabbawalas
PROPN,collect,prize
timetable,follow,decision
investment,to,tournament
t,make,trip
biologist,lead,scuba
heir,make,claim
friendship,do,lawmaker
weather,clear,day
PROPN,could,that
PROPN,vote,7
adoptee,learn,history
protester,beat,PROPN
protester,force,he
PROPN,have,recruit
PROPN,blame,PROPN
senator,produce,bill
senator,can,bill
candidate,get,fraction
position,appear,invitation
minister,have,figure
player,can,sin
option,have,she
plane,bring,he
state,have,method
candidate,achieve,place
family,urge,PROPN
PROPN,shake,establishment
wife,massage,back
measure,require,action
economist,have,decline
PROPN,be,cue
publisher,to,audience
majority,have,attention
country,consider,oasis
PROPN,be,meeting
volunteer,escort,he
PROPN,have,someone
PROPN,have,complaint
PROPN,anger,PROPN
PROPN,start,tailback
one,strike,chord
one,give,motivation
force,leave,country
husband,die,-wa
party,do,call
tourist,leave,PROPN
family,have,PROPN
PROPN,could,deadline
club,believe,fracture
initiative,to,500
company,sell,good
agreement,will,research
t,do,much
user,might,what
soldier,have,life
PROPN,must,something
PROPN,risk,PROPN
t,expect,decision
law,protect,trademark
PROPN,leave,court
city,would,date
participant,be,date
appearance,mark,time
publisher,have,which
popularity,draw,attention
council,have,sympathy
PROPN,become,degree
PROPN,turn,degree
PROPN,have,point
PROPN,have,pick
people,have,advice
PROPN,pull,datum
benefit,may,reward
PROPN,accuse,PROPN
PROPN,accuse,PROPN
PROPN,join,PROPN
gunman,open,fire
PROPN,set,fee
raider,roam,wasteland
PROPN,publish,report
PROPN,score,point
PROPN,tell,investigator
group,wrest,control
PROPN,give,lead
index,hit,20
service,will,minute
investor,be,end
bank,have,stretch
lawyer,applaud,decision
screening,do,rate
indicator,point,overhaul
people,be,million
PROPN,enter,theater
PROPN,have,PROPN
PROPN,give,day
household,could,year
government,should,banker
report,offer,oversight
report,provide,reassurance
PROPN,do,decision
militant,have,control
share,plunge,percent
share,may,patient
PROPN,be,support
PROPN,to,relation
PROPN,improve,relation
unit,pull,body
PROPN,hire,contractor
family,be,PROPN
fothergilla,come,much
force,have,window
force,knock,item
government,provide,version
patient,have,resistance
lawyer,file,lawsuit
monument,protect,%
holding,include,PROPN
PROPN,dislodge,captain
medium,have,we
department,have,call
stucco,knock,wall
PROPN,be,aircraft
PROPN,do,level
fascism,have,PROPN
player,would,part
puncture,push,PROPN
team,would,"500,000"
minister,may,need
PROPN,to,datum
song,have,it
vessel,return,fire
state,record,jump
PROPN,sell,phone
article,state,fact
article,do,teacher
t,do,it
research,could,avenue
opposition,to,result
PROPN,show,experience
PROPN,show,class
PROPN,fire,winner
people,do,candidate
nonu,score,try
chester,advise,paper
study,review,article
rothstein,shower,gift
PROPN,have,start
PROPN,control,border
t,see,one
Police,have,property
couple,share,sentiment
couple,be,corner
model,wear,design
officer,remember,PROPN
channel,will,hour
scenario,could,mother
commissioner,blame,increase
union,could,agreement
family,be,it
company,raise,target
index,pull,index
segment,have,that
friend,have,interest
man,have,tendency
commission,ask,company
respond,add,second
PROPN,ask,PROPN
friend,tell,PROPN
PROPN,be,song
PROPN,be,song
PROPN,make,speech
council,do,resident
comedy,have,month
toilet,can,gallon
headline,will,which
family,take,bus
PROPN,use,run
gang,torch,library
scheme,will,"14,500"
manager,will,it
picture,capture,reality
cccs,plan,collection
designer,occupy,page
scheme,would,they
scheme,want,incentive
PROPN,deflect,shot
individual,could,slice
individual,drink,glass
PROPN,turn,ball
PROPN,miss,10
move,could,implication
PROPN,use,card
people,remember,what
PROPN,have,round
bondholder,face,prospect
experience,offset,loss
PROPN,might,stand
reporter,condemn,arrest
PROPN,begin,career
PROPN,tie,it
government,release,toll
PROPN,doesn,which
bystander,have,arm
PROPN,join,PROPN
PROPN,lead,team
soul,may,closure
wife,may,closure
PROPN,receive,support
member,give,that
PROPN,need,that
dancer,do,PROPN
PROPN,pull,PROPN
PROPN,hold,nerve
system,have,fuse
report,do,company
program,link,which
program,discuss,which
PROPN,report,loss
information,enable,PROPN
PROPN,deliver,instrument
range,include,imposition
chance,decrease,deadline
PROPN,have,deadline
PROPN,be,it
simplicity,mask,power
daughter,see,she
statement,recognize,compromise
PROPN,could,bill
military,do,nothing
analyst,anticipate,company
slowdown,reflect,fact
smoke,escape,rider
smoke,panic,rider
PROPN,must,waiver
rule,ban,trade
PROPN,double,amount
assessment,would,fund
group,have,much
management,withhold,information
veteran,have,help
inquiry,criticise,police
PROPN,launch,manifesto
half,be,PROPN
round,mean,travel
t,have,that
information,charge,PROPN
support,attract,harassment
claim,would,some
minister,can,good
t,do,drug
t,think,drug
PROPN,to,lead
number,obscure,few
PROPN,clinch,place
tube,carry,water
sun,can,skin
police,to,item
PROPN,have,restaurant
tie,play,role
report,raise,speculation
critic,have,PROPN
man,have,I
PROPN,will,airport
policy,have,PROPN
datum,submit,emission
datum,increase,emission
measure,face,debate
PROPN,have,fund
meltdown,be,toll
PROPN,have,testing
topic,include,part
company,provide,estimate
PROPN,see,unit
PROPN,tie,it
travel,abolish,category
PROPN,suspect,which
travel,limit,sending
wife,have,sum
PROPN,hit,3s
PROPN,outscore,PROPN
wave,be,change
PROPN,exempt,PROPN
porter,have,call
murder,bore,hallmark
man,pay,employee
PROPN,need,what
traveler,to,neighborhood
PROPN,to,responsibility
career,span,decade
woman,comprise,percent
PROPN,open,bogey
PROPN,have,bogey
PROPN,hitch,future
zune,include,extra
situation,can,level
projection,will,prognosis
PROPN,face,set
PROPN,have,run
Non,should,question
PROPN,use,tactic
agreement,mark,end
film,see,brother
PROPN,have,game
government,have,step
vessel,be,food
candidate,would,intention
ship,strike,rock
board,should,adviser
failure,have,gamut
attorney,dispute,allegation
PROPN,have,money
seller,have,bet
PROPN,dismiss,claim
PROPN,hold,ball
year,must,he
bank,have,range
bank,have,position
PROPN,recall,childhood
PROPN,mention,event
PROPN,pay,m
PROPN,beat,PROPN
symphony,have,climax
dead,include,old
PROPN,describe,visit
company,own,"1,492,333"
PROPN,break,distinction
PROPN,have,distinction
t,involve,that
trade,seem,way
t,blow,competition
bird,get,rhythm
game,continue,march
measure,reverse,regulation
son,begin,college
PROPN,refer,ransom
PROPN,demand,ransom
people,get,technology
people,do,that
figure,take,seat
passenger,join,he
area,include,housing
PROPN,have,e
board,begin,activity
board,esprit,corps
singer,have,name
government,pick,they
government,send,they
PROPN,to,PROPN
contrast,illustrate,way
analyst,call,what
parent,not,ability
PROPN,be,season
people,confront,demon
people,discover,sister
PROPN,have,rule
people,put,it
album,could,sense
PROPN,tell,PROPN
PROPN,have,value
population,be,root
population,rediscover,root
police,find,name
PROPN,be,book
t,ignore,number
PROPN,abuse,boy
sound,be,lack
sound,can,lack
worker,have,home
existence,make,mockery
drive,be,official
reform,will,people
academy,have,progress
office,must,brief
officer,hear,shot
PROPN,tell,PROPN
education,can,place
PROPN,violate,rule
community,back,measure
PROPN,have,story
PROPN,trim,payment
car,leave,road
rest,can,freedom
PROPN,will,co
court,uphold,standard
government,must,this
PROPN,start,half
PROPN,force,PROPN
PROPN,see,opportunity
crowd,demand,attention
life,to,role
study,use,people
individual,will,help
bank,have,whom
hush,descend,chime
experience,highlight,debate
PROPN,announce,plan
activity,be,garden
car,rise,flight
PROPN,have,relationship
government,have,advert
detective,accuse,mayor
power,have,I
people,take,it
hander,could,which
PROPN,suffer,setback
survey,question,nurse
individual,have,accreditation
individual,have,ability
debate,show,sensitivity
comment,will,much
PROPN,have,hope
association,leverage,input
PROPN,have,what
company,send,invitation
company,receive,%
people,be,pinch
PROPN,have,view
people,consider,view
PROPN,employ,people
query,be,version
campaign,must,itself
PROPN,belt,homer
law,would,journalism
figure,to,story
treaty,do,constitution
section,have,imitator
PROPN,have,serve
courier,mask,trip
prosecutor,have,judge
document,condemn,occupation
anniversary,have,awareness
public,would,PROPN
t,can,year
work,produce,whoop
brother,tell,PROPN
victim,receive,money
estimate,reflect,plunge
PROPN,prove,interoperability
PROPN,accelerate,development
president,must,cause
president,have,relationship
PROPN,have,talk
PROPN,tell,reporter
casino,feature,PROPN
state,may,quarantine
loss,could,problem
farmer,be,crop
farmer,be,crop
PROPN,may,role
PROPN,clear,puck
PROPN,offer,PROPN
state,have,stake
PROPN,lie,problem
PROPN,share,draw
conference,include,panel
neighbor,be,much
PROPN,collapse,flag
PROPN,brandish,flag
country,to,pirate
country,arrest,pirate
prosecutor,call,death
sow,find,she
sow,beat,she
barrack,weather,earthquake
report,show,temperature
PROPN,win,match
finding,could,cause
court,hear,parent
court,would,parent
court,try,parent
court,wiggle,body
life,explain,status
people,recognize,truth
state,have,day
airport,encapsulate,world
situation,have,phase
oil,add,luster
PROPN,have,much
train,be,station
student,start,strike
white,attend,that
member,have,cause
observer,keep,watch
agency,be,third
average,exceed,dollar
boy,outperform,girl
foundation,have,that
PROPN,select,PROPN
success,have,equation
lawyer,accompany,he
clothing,litter,earth
itinerary,resemble,those
official,note,reticence
plant,have,garden
PROPN,do,it
PROPN,face,charge
site,require,year
handwriting,seem,word
PROPN,read,word
trickle,have,country
injury,have,ability
PROPN,attend,minicamp
t,earn,ticket
PROPN,get,lot
PROPN,get,more
PROPN,selfish,I
PROPN,get,dozen
state,will,assistance
process,would,testimony
majority,take,uniform
majority,go,uniform
majority,get,job
PROPN,open,10th
people,have,misfortune
PROPN,will,council
PROPN,have,side
trial,take,courtroom
mortar,underscore,danger
infighting,could,PROPN
PROPN,plan,change
refusal,remain,knock
tie,take,knock
user,to,iphone
company,can,user
PROPN,will,fee
PROPN,have,this
third,identify,themselves
PROPN,have,praise
party,be,issue
movie,would,second
prisoner,give,birth
victory,move,he
Police,have,prison
hospital,be,people
economy,to,job
PROPN,face,charge
virus,have,people
People,have,right
insurer,will,insurance
soldier,have,militant
PROPN,have,history
search,will,ending
economic,may,conversation
software,support,PROPN
thousand,learn,lesson
PROPN,face,challenge
PROPN,score,run
breath,will,mind
judge,have,PROPN
scrutiny,represent,development
result,include,gain
trend,boost,exporter
trend,forecast,gain
none,have,move
PROPN,respond,it
flu,kill,people
PROPN,have,week
PROPN,outrebounde,piston
net,realize,gain
PROPN,distance,himself
prosecutor,find,trace
police,use,radar
increase,will,PROPN
PROPN,would,start
party,oppose,plan
aftershock,have,PROPN
publisher,be,section
stress,can,system
boss,continue,evening
dummy,enable,he
rise,push,PROPN
family,have,root
bank,be,treatment
enemy,to,wall
country,fight,hunger
PROPN,develop,PROPN
government,have,authority
PROPN,finish,second
t,find,it
t,reflect,reality
t,be,patsy
woman,could,fine
levy,prompt,rebellion
PROPN,announce,euro
note,celebrate,birthday
country,would,specter
demonstration,underline,tension
attempt,remain,decision
gap,show,contour
PROPN,eschew,mechanic
campaigner,would,PROPN
article,manage,contractor
PROPN,face,problem
violence,prompt,PROPN
victory,put,PROPN
investor,have,that
family,will,family
concession,would,11
concession,kill,treaty
retailer,get,wish
PROPN,win,amount
people,suffer,violence
name,could,school
PROPN,be,finger
PROPN,point,finger
sniper,kill,pilgrim
PROPN,have,medal
detective,seize,vehicle
friend,get,tin
PROPN,fly,flight
PROPN,have,opportunity
broadcaster,do,same
reality,have,potential
t,tell,policy
PROPN,do,thing
hero,cause,mess
man,be,money
PROPN,appoint,he
showdown,give,rise
administration,will,benchmark
PROPN,be,that
PROPN,do,that
employer,be,participation
minute,reinforce,view
PROPN,may,step
PROPN,say,detail
PROPN,have,response
department,be,employee
opinion,reveal,issue
trader,need,excuse
study,test,compound
percent,choose,environment
size,give,opening
PROPN,have,leeway
force,have,palestinian
force,shoot,palestinian
force,injure,palestinian
PROPN,be,generation
let,blame,PROPN
official,have,fact
representative,will,summit
PROPN,create,stir
t,do,it
service,charge,rate
debate,will,amendment
people,want,market
limit,would,picture
force,may,civilian
hospital,have,resource
PROPN,slash,job
procession,come,move
procession,to,move
friend,have,more
people,would,I
PROPN,have,nation
move,will,all
PROPN,sink,10.5
airline,could,bankruptcy
authority,have,journalist
t,fill,tank
t,fill,prescription
t,do,anything
PROPN,be,system
company,be,freeze
PROPN,occupy,PROPN
PROPN,have,base
offense,come,PROPN
PROPN,route,PROPN
artist,curate,exhibition
station,will,work
PROPN,have,concern
fan,wave,flag
neighbor,see,abduction
car,pass,checkpoint
PROPN,announce,intent
author,never,mother
student,take,test
union,have,contract
attorney,tell,PROPN
government,take,step
PROPN,reject,independence
decision,put,troop
troop,know,it
PROPN,have,voter
arm,have,nominee
firm,join,it
opposition,have,option
t,cover,care
government,take,care
Police,be,link
ethanol,have,third
protest,follow,row
PROPN,bar,president
PROPN,interview,woman
MoD,have,we
investor,be,result
t,have,PROPN
order,show,fall
officer,tackle,protester
officer,carry,some
gunman,open,fire
guard,return,fire
PROPN,track,amount
demand,can,supply
PROPN,would,much
PROPN,report,earning
number,be,case
newspaper,criticize,government
speculator,to,advantage
speculator,push,spread
economist,say,economy
source,tell,magazine
t,stop,pain
authority,be,firm
PROPN,can,money
court,will,argument
dishwasher,remove,writing
official,use,PROPN
militia,clench,fist
declaration,provide,mechanism
government,to,cost
PROPN,pin,casualty
PROPN,take,casualty
tank,join,battle
bunny,do,PROPN
picture,sell,show
visitor,can,something
visitor,come,something
visitor,tell,other
PROPN,attack,PROPN
plan,signal,intention
PROPN,smoke,field
PROPN,shoot,leopard
PROPN,kill,leopard
PROPN,purchase,permit
PROPN,provide,information
PROPN,lose,shot
executive,have,plan
PROPN,win,cover
legislation,empower,government
problem,threaten,economy
minister,tell,friend
PROPN,ask,he
thriller,take,lead
decision,take,performance
power,keep,PROPN
site,have,member
site,collect,yuan
rainstorm,have,most
firefighter,contain,blaze
minister,send,negotiator
one,shake,hand
PROPN,tie,knot
shroud,use,material
military,have,order
people,to,themselves
PROPN,be,point
voter,learn,what
threat,give,way
PROPN,will,PROPN
euro,enter,PROPN
PROPN,have,authorisation
courtyard,have,something
son,make,cake
summit,welcome,effort
summit,express,confidence
police,tell,PROPN
news,will,fact
PROPN,need,change
factor,could,risk
inability,to,employee
inability,to,revenue
inability,to,benefit
initiative,restore,profitability
climate,may,that
study,provide,evidence
birder,have,what
jihadist,could,opponent
PROPN,have,PROPN
PROPN,go,they
PROPN,guide,they
competitor,have,cost
filmmaker,track,number
half,pass,resolution
ruling,make,sense
adjustment,do,strength
one,carry,passenger
t,deserve,sleaze
people,be,that
PROPN,do,brain
PROPN,publish,result
tape,reveal,terror
t,go,a
t,mean,a
motorcade,pass,school
troop,show,willingness
dissident,voice,optimism
storm,leave,he
family,love,he
PROPN,love,they
Police,shoot,officer
Police,injure,other
PROPN,take,lead
PROPN,have,loan
church,will,m
committee,feel,need
t,miss,kreplach
pressure,would,determination
t,get,it
t,make,contribution
dressmaker,to,pavilion
dozen,line,road
PROPN,strafe,house
PROPN,retire,hitter
PROPN,to,pressure
minister,prove,success
man,have,customer
witness,tell,PROPN
author,do,6
villager,pull,dead
supporter,ask,king
t,boast,number
trader,welcome,news
PROPN,own,percent
parent,hold,belief
PROPN,ask,PROPN
extension,spark,outrage
result,beat,expectation
result,drive,share
company,would,zone
PROPN,win,couple
researcher,find,what
government,can,they
government,recapitalize,they
government,clean,they
government,re,they
government,-,they
government,sell,they
test,discover,skull
aqi,pay,bomber
pair,commit,offence
pair,may,other
PROPN,describe,what
politician,face,year
architect,make,most
architect,blend,it
PROPN,rebound,PROPN
regime,have,will
t,have,suggestion
PROPN,wear,PROPN
government,to,charge
evercore,have,itself
PROPN,trademark,which
reader,point,we
ecclestone,meet,PROPN
ecclestone,tell,he
PROPN,muster,advantage
PROPN,hope,win
rival,would,doubt
rival,be,strategy
people,to,status
PROPN,congratulate,team
PROPN,could,dismay
PROPN,teach,what
rescuer,carry,girl
PROPN,look,driving
putting,overshadow,driving
PROPN,finish,day
spirit,might,he
throng,have,PROPN
merger,will,conglomerate
user,attempt,task
PROPN,be,number
nightmare,recur,processing
nightmare,hinder,it
nightmare,take,place
tension,have,gift
government,have,gift
PROPN,would,certificate
task,be,growth
deal,would,PROPN
PROPN,want,range
country,show,progress
t,spare,personnel
medium,glamorise,everything
business,would,that
PROPN,celebrate,birthday
PROPN,say,condemnation
prospect,bring,condemnation
PROPN,tell,reporter
t,know,speed
PROPN,shrug,idea
office,would,situation
supervisor,suspend,use
prosecutor,file,paper
judge,warn,they
conflict,leave,country
PROPN,be,support
action,resolve,case
woman,be,junction
man,approach,she
man,take,purse
flood,have,havoc
people,have,havoc
native,have,trouble
thousand,camp,what
general,disagree,accountability
PROPN,have,accountability
unemployment,spawn,insurgent
army,can,president
army,remove,president
PROPN,change,they
detective,put,picture
PROPN,identify,he
PROPN,have,much
PROPN,spend,year
PROPN,tell,PROPN
PROPN,have,victory
worth,would,guest
party,pull,candidate
victim,make,charge
steadiness,give,nod
PROPN,post,overview
prosecution,list,witness
ability,turn,he
company,shock,investor
knock,come,decision
knock,vindicate,decision
bank,to,fund
symphony,be,search
PROPN,get,credit
other,offer,thought
PROPN,will,student
PROPN,have,diplomat
PROPN,have,tie
logging,have,that
official,keep,eye
voter,choose,PROPN
appearance,take,place
prospect,have,anxiety
PROPN,drive,PROPN
PROPN,recover,it
PROPN,run,he
statement,could,cover
director,lend,air
director,fill,house
PROPN,have,warning
PROPN,never,three
company,to,cent
PROPN,take,catch
user,can,eye
PROPN,be,bank
starbuck,will,version
people,lose,weight
PROPN,will,that
PROPN,do,she
agency,have,report
system,have,way
t,raise,child
PROPN,tell,I
planning,begin,product
PROPN,employ,staff
president,drag,trial
violinist,play,movement
looter,have,site
expectation,be,generation
insurgent,mount,attack
committee,bar,percent
logic,defy,standard
stiletto,touch,brain
company,be,resource
minister,deem,measure
rajoy,put,concern
law,prevent,official
PROPN,report,PROPN
divorce,leave,he
george,have,way
other,have,flight
officer,have,MoD
opponent,line,street
police,say,shot
trouble,raise,likelihood
PROPN,pull,point
making,could,unmaking
helicopter,drop,ransom
PROPN,will,time
drive,lie,village
police,arrest,teenager
effort,underscore,difficulty
denomination,consecrate,bishop
grader,make,likeness
form,develop,mutation
PROPN,have,PROPN
analyst,predict,revenue
movie,earn,"1,250,000"
PROPN,have,push
PROPN,override,veto
mayor,say,bill
people,can,cash
landing,take,place
increase,will,challenge
city,have,money
city,would,cost
firm,include,PROPN
PROPN,shovel,sidewalk
legion,have,help
PROPN,discover,mistake
PROPN,pay,money
history,betray,intent
PROPN,have,interest
PROPN,dress,elephant
thousand,have,clinic
conflict,show,sign
PROPN,admit,wounding
exception,have,summary
government,should,-
word,will,stalemate
crew,be,wreckage
investigator,give,reading
police,barricade,protester
weather,stoke,tourism
-we,should,loss
PROPN,have,history
artistry,manifest,itself
poker,tournament,event
globalisation,mean,PROPN
number,prove,point
injury,affect,he
individual,be,rent
support,affirm,solidarity
governor,cancel,schedule
throw,can,block
PROPN,quit,end
PROPN,will,bill
PROPN,send,bill
country,can,election
country,may,winner
PROPN,announce,campaign
PROPN,make,history
campaign,have,effect
newscast,have,little
government,do,law
robot,could,companionship
controversy,make,impact
form,be,elder
form,enforce,justice
People,could,help
PROPN,will,courage
PROPN,make,showing
star,do,time
PROPN,do,call
BAGHDAD,promise,leader
one,tell,that
minister,order,report
PROPN,could,plan
visitor,do,note
designer,have,blonde
PROPN,have,9
researcher,have,doubt
pet,have,reaction
simulation,would,they
PROPN,will,we
PROPN,mount,coup
PROPN,be,coup
company,would,PROPN
company,alert,PROPN
PROPN,have,262
police,alert,they
pair,have,capacity
PROPN,have,shareholding
people,create,identity
world,provide,information
parent,have,signature
t,miss,cutoff
trustee,can,house
t,read,magazine
nation,have,month
guest,show,inclination
killer,shout,word
people,to,geography
PROPN,suffer,injury
t,have,time
people,have,petition
vandal,set,fire
issue,have,world
customer,save,money
development,take,place
PROPN,learn,difference
official,call,search
official,have,part
third,have,PROPN
PROPN,move,ball
issue,include,grievance
company,handle,worker
PROPN,deliver,event
PROPN,give,control
PROPN,stop,practice
PROPN,kill,herself
PROPN,produce,car
PROPN,say,car
consumer,may,toy
race,feature,vehicle
vehicle,need,whatever
race,float,vehicle
race,make,it
council,reiterate,call
truckload,be,home
man,give,run
PROPN,hand,it
PROPN,be,groundwork
PROPN,need,shoe
residence,pass,audit
star,prefer,it
technology,form,part
PROPN,say,that
face,move,tooth
death,leave,project
PROPN,would,opportunity
PROPN,employ,people
PROPN,operate,facility
PROPN,have,sale
datum,aren,t
highlight,include,collection
announcement,give,indication
PROPN,deny,developer
PROPN,have,lead
t,help,we
woman,draw,gun
PROPN,have,wrongdoing
PROPN,have,benefit
PROPN,seek,end
law,create,mechanism
lawmaker,reject,bulk
insurgent,seize,territory
people,flee,PROPN
plea,send,message
PROPN,deny,allegation
PROPN,come,last
kick,require,output
PROPN,have,nothing
official,have,example
government,shove,issue
backing,win,animosity
airline,have,option
PROPN,knock,PROPN
People,would,300
kid,have,playmate
thousand,flee,PROPN
remainder,will,themselves
mom,be,sauce
mom,be,hot
malaria,parasite,congregate
truth,do,prejudice
%,offer,semester
PROPN,fire,birdie
password,will,letter
commander,be,operation
grandparent,may,moment
%,include,proportion
trial,prosecute,criminal
departure,come,show
departure,have,show
PROPN,force,he
PROPN,make,save
effort,leave,impression
PROPN,drop,word
PROPN,rebrande,it
gain,lag,PROPN
voter,choose,PROPN
cora,push,PROPN
perspective,do,book
PROPN,have,shot
PROPN,have,one
PROPN,leave,court
PROPN,be,philosophy
character,have,that
PROPN,end,season
bride,have,choice
driver,lose,control
taxpayer,could,more
People,may,hole
PROPN,will,reputation
campaigner,have,entrance
group,have,entrance
PROPN,peg,dependency
country,will,anniversary
PROPN,crush,that
woman,have,PROPN
base,score,he
PROPN,have,list
PROPN,expel,diplomat
PROPN,be,kind
musician,get,word
PROPN,have,document
party,set,which
ancestor,displace,PROPN
team,to,expectation
PROPN,trigger,war
PROPN,serve,dozen
one,expect,this
PROPN,isn,t
dispute,exemplify,impact
catalogue,list,sale
change,will,that
PROPN,meet,reporter
restriction,affect,thousand
stock,outnumber,one
party,be,stream
science,have,cause
science,find,cause
winner,be,system
torture,cost,vote
company,have,report
PROPN,have,sniff
police,have,rally
rep,tell,PROPN
crowd,roar,applause
patron,may,they
rescue,would,limit
t,put,cash
PROPN,beat,PROPN
riser,include,PROPN
demonstration,bring,thousand
crackdown,have,toll
child,deserve,mother
t,mean,thing
PROPN,say,general
toddler,treat,they
PROPN,retain,support
software,find,location
software,display,information
colt,carve,name
policy,would,slump
other,take,work
PROPN,turn,it
PROPN,force,overtime
woman,carry,bouquet
PROPN,operate,community
suspect,grab,dog
PROPN,be,starter
PROPN,have,space
contract,drop,3.87
official,say,that
PROPN,have,5
PROPN,have,way
PROPN,lift,embargo
PROPN,give,something
image,take,battering
PROPN,reject,challenge
PROPN,have,power
percent,have,time
