subject_lemma,verb_lemma,object_lemma
husband,have,manner
mosquito,make,impact
hiker,have,identification
PROPN,denounce,many
PROPN,have,position
PROPN,turn,heat
company,to,offer
PROPN,shoot,thought
estimate,cover,present
book,include,title
t,have,genius
PROPN,sign,PROPN
fan,hold,banner
PROPN,sign,contract
PROPN,never,fiction
portfolio,include,oversight
total,have,award
failure,provoke,protest
people,to,child
afterglow,afford,opportunity
government,order,execution
talker,have,year
jury,indict,man
embrace,hide,fact
reporter,can,confidentiality
PROPN,have,power
premise,include,area
child,climb,tree
staff,to,situation
PROPN,have,we
tumor,have,use
portfolio,include,device
index,add,percent
country,would,approach
state,have,right
budget,will,game
People,be,investment
team,miss,opportunity
t,have,oasis
member,seek,refuge
revolution,have,model
concentration,be,rest
nation,punctuate,barrage
PROPN,accept,offer
PROPN,would,nothing
police,deem,presence
police,arrest,old
PROPN,have,lesson
PROPN,deny,that
executive,might,bonus
dozen,take,shot
man,do,nothing
case,attract,headline
authority,be,resident
PROPN,have,game
folk,see,twitter
people,explore,possibility
people,will,rational
report,cite,case
PROPN,have,contingent
violence,have,contingent
PROPN,will,talk
PROPN,expect,fan
schedule,mean,action
race,to,host
insurgent,have,history
PROPN,would,deficit
pirate,have,havoc
school,will,increase
PROPN,offer,model
PROPN,find,many
PROPN,get,PROPN
film,begin,life
film,recount,life
PROPN,have,office
PROPN,provide,access
company,run,ancestorsonboard.com
book,include,one
bidding,go,"5,000"
store,waste,that
PROPN,will,responsibility
title,include,PROPN
PROPN,electrocute,man
agency,have,jurisdiction
fear,dominate,trading
company,have,presence
PROPN,should,initiative
police,arrest,suspect
demand,be,capability
office,have,victim
PROPN,have,circle
relative,pull,he
PROPN,lose,3
PROPN,throw,hand
conservative,release,manifesto
lender,have,rate
PROPN,have,ideology
study,have,rate
PROPN,celebrate,anniversary
team,have,gain
recognition,would,pressure
PROPN,tell,reporter
PROPN,have,information
PROPN,tie,love
t,don,PROPN
PROPN,cite,PROPN
verse,could,life
resolution,would,country
PROPN,win,debate
t,speak,PROPN
bank,can,judgment
counterpart,do,that
PROPN,buy,suit
PROPN,buckle,credential
PROPN,underline,credential
pair,scale,bank
pastor,have,thinking
investigator,examine,car
player,can,vision
player,craft,enemy
people,might,belt
people,might,belt
people,invest,less
percent,have,view
PROPN,surprise,people
company,have,subscriber
weed,have,history
Police,urge,witness
police,remove,he
doctor,attribute,seizure
PROPN,have,sympathy
commissioning,may,way
PROPN,have,potential
key,be,running
majority,do,document
change,affect,holder
PROPN,share,bill
officer,enter,home
player,agree,term
report,debunk,myth
PROPN,complete,night
authority,release,member
ticket,cost,more
PROPN,be,minister
PROPN,drive,car
department,do,statistic
woman,marry,she
woman,be,juror
PROPN,can,weapon
militant,target,compound
PROPN,regain,lead
analyst,have,disparity
split,take,place
t,need,luck
development,to,shopper
PROPN,give,custody
park,suffer,PROPN
park,force,PROPN
region,do,problem
sweep,continue,violence
sweep,have,violence
PROPN,quote,letter
day,can,gem
PROPN,run,home
network,have,way
youngster,face,trip
investor,cast,eye
bear,have,sol
PROPN,face,disaster
investigator,have,knife
film,take,you
PROPN,have,reason
PROPN,challenge,forcefulness
leader,insist,victory
victory,give,win
t,consider,PROPN
candidate,lay,bare
country,take,membership
participant,use,word
graduate,will,assignment
PROPN,score,13
one,should,surgery
PROPN,list,priority
bank,be,way
aid,get,percent
prescription,grow,percent
contender,kick,first
group,criticize,organizer
company,offer,plan
member,have,medal
company,offer,tool
people,drink,mojito
church,furnish,breakfast
church,have,service
PROPN,halt,test
PROPN,would,service
pattern,show,growth
PROPN,orchestrate,crisis
prosecutor,have,evidence
defense,can,PROPN
visitor,wear,attire
organization,will,line
PROPN,take,drop
PROPN,beat,PROPN
people,understand,benefit
brother,read,part
court,can,factory
PROPN,have,hope
convoy,stop,attack
mayor,should,control
scientist,could,test
win,keep,PROPN
opponent,see,themselves
PROPN,fight,PROPN
agency,tell,he
paper,carry,picture
white,show,pattern
daughter,to,life
class,bring,scholarship
band,have,nomination
group,to,impact
turbine,would,impact
t,do,almond
rule,do,anyone
investigator,be,sale
performance,give,PROPN
PROPN,go,discussion
PROPN,have,discussion
human,be,behavior
household,spend,time
PROPN,pass,PROPN
PROPN,have,PROPN
PROPN,see,which
method,use,technology
method,can,advantage
PROPN,put,PROPN
consumer,spend,50
pointer,give,lead
PROPN,take,approach
school,get,opportunity
information,contain,statement
factor,include,condition
PROPN,do,obligation
defeat,leave,PROPN
defeat,face,fight
PROPN,release,that
PROPN,have,211
PROPN,write,down
evidence,add,penalty
evidence,suggest,penalty
photograph,show,container
t,land,PROPN
PROPN,open,facility
PROPN,explore,that
growth,may,skill
plot,expose,failure
team,would,role
buyer,have,finance
people,do,endowment
moviemaker,call,they
lawmaker,confirm,PROPN
PROPN,be,effort
PROPN,command,nation
PROPN,finance,stadia
PROPN,back,venue
doctor,classify,he
bank,be,money
PROPN,put,feeler
PROPN,send,name
holder,have,employment
woman,have,brother
PROPN,do,momentum
combination,prevent,scoring
PROPN,announce,venture
horse,have,time
PROPN,might,sentence
PROPN,will,lead
PROPN,will,role
doctor,can,tumour
party,have,popularity
PROPN,defend,chief
PROPN,have,announcement
physician,leave,performer
business,take,hit
child,show,aggression
child,improve,behavior
party,will,315
director,prefferre,city
piece,include,peacoat
piece,tailor,blazer
store,have,PROPN
PROPN,restore,service
PROPN,create,job
share,represent,percentage
t,have,access
site,offer,application
PROPN,take,brunt
journalist,interview,commander
PROPN,be,300
stack,keep,belt
scrutiny,can,thick
PROPN,say,part
percent,support,measure
utility,do,datum
PROPN,turn,option
PROPN,revive,PROPN
case,cost,100
census,have,specialist
return,helped,vibe
PROPN,finish,point
subsistence,face,hazard
shareholder,have,concern
PROPN,to,round
PROPN,to,office
chief,do,shrift
Police,discover,it
t,love,travel
people,get,music
t,tarnish,it
PROPN,join,PROPN
official,say,nothing
Police,have,report
PROPN,compare,plan
PROPN,take,office
PROPN,would,it
flag,have,bar
PROPN,slash,shot
PROPN,accept,apology
PROPN,reject,report
company,have,funding
brace,protect,pinkie
board,recommend,deal
PROPN,could,mark
field,go,10
government,have,security
wife,wear,headscarf
neck,to,visor
neck,wear,visor
brigade,have,formation
woman,share,chore
kid,frame,day
admission,deserve,asterisk
referee,see,incident
PROPN,can,anything
inquiry,have,protest
PROPN,do,this
cartoonist,be,one
cartoonist,have,one
bat,do,change
PROPN,t,it
consumer,have,spending
judge,do,finding
PROPN,report,tsunami
PROPN,bring,that
PROPN,get,break
PROPN,beat,child
lawmaker,have,they
body,attack,tissue
PROPN,tell,PROPN
video,compete,motion
video,stop,motion
PROPN,be,acre
PROPN,list,acre
PROPN,have,leaflet
kind,'ll,action
deputy,find,body
researcher,use,datum
native,can,more
elephant,kill,people
elephant,chase,600
friend,charge,user
friend,drop,this
PROPN,stake,claim
PROPN,announce,plan
third,have,tooth
buddy,see,speech
move,would,loophole
week,have,succession
conservative,score,inequality
conservative,explain,inequality
adult,consume,g
PROPN,ingest,amount
consumer,can,taste
PROPN,have,attitude
government,give,grant
entrepreneur,raise,200
officer,pull,bullet
PROPN,be,job
automaker,expect,what
board,approve,application
PROPN,lead,PROPN
PROPN,to,cargo
person,have,himself
PROPN,be,nothing
opposition,cite,fraud
jury,have,plea
system,cripple,business
system,tie,employee
system,deny,many
PROPN,have,frame
PROPN,add,frame
defense,call,expert
institution,can,that
PROPN,increase,lead
PROPN,have,more
choice,reflect,belief
people,experience,preference
designer,will,woman
consumer,restrain,competitiveness
nurse,spend,thousand
report,shed,light
maneuvering,to,you
thief,use,method
sector,exhibit,preference
verdict,underscore,difficulty
PROPN,have,dabbawalas
PROPN,collect,prize
timetable,follow,decision
investment,to,tournament
heir,make,claim
friendship,do,lawmaker
PROPN,have,PROPN
PROPN,could,that
adoptee,learn,history
protester,beat,PROPN
protester,force,he
company,take,care
PROPN,have,recruit
PROPN,blame,PROPN
senator,produce,bill
senator,can,bill
candidate,get,fraction
position,appear,invitation
minister,have,figure
option,have,she
plane,bring,he
state,have,method
family,urge,PROPN
PROPN,shake,establishment
wife,massage,back
measure,require,action
popularity,reach,high
economist,have,decline
PROPN,be,cue
vote,may,2005
publisher,to,audience
majority,have,attention
PROPN,be,meeting
volunteer,escort,he
PROPN,have,someone
PROPN,have,complaint
PROPN,anger,PROPN
one,strike,chord
one,give,motivation
force,leave,country
party,do,call
tourist,leave,PROPN
PROPN,could,deadline
club,believe,fracture
gun,be,patrol
company,sell,good
agreement,will,research
t,do,much
justice,find,right
user,might,what
soldier,have,life
PROPN,have,time
PROPN,must,something
PROPN,do,it
law,protect,trademark
PROPN,to,court
city,would,date
appearance,mark,time
publisher,have,which
popularity,draw,attention
council,have,sympathy
t,didn,sympathy
PROPN,become,degree
PROPN,turn,degree
PROPN,have,point
PROPN,score,point
PROPN,have,pick
people,have,advice
PROPN,pull,datum
benefit,may,reward
PROPN,accuse,PROPN
PROPN,doesn,t
PROPN,accuse,PROPN
PROPN,join,PROPN
gunman,open,fire
PROPN,set,fee
raider,roam,wasteland
PROPN,publish,report
document,indicate,PROPN
PROPN,use,passport
group,wrest,control
PROPN,give,lead
index,hit,20
body,convert,calorie
investor,be,end
bank,have,stretch
lawyer,applaud,decision
screening,do,rate
indicator,point,overhaul
people,be,million
PROPN,enter,theater
PROPN,have,PROPN
PROPN,give,day
household,could,150
government,should,banker
report,offer,oversight
report,provide,reassurance
PROPN,do,decision
militant,have,control
share,plunge,patient
investor,react,drug
share,may,patient
PROPN,be,support
PROPN,to,relation
PROPN,improve,relation
unit,pull,body
PROPN,hire,contractor
PROPN,write,much
t,didn,much
family,be,PROPN
PROPN,have,much
t,compromise,security
force,have,window
force,knock,item
government,provide,version
patient,have,resistance
lawyer,file,lawsuit
monument,protect,%
holding,include,PROPN
PROPN,dislodge,captain
PROPN,take,catch
medium,have,we
department,have,call
department,empty,shelf
stucco,knock,wall
star,be,year
PROPN,be,aircraft
PROPN,do,level
fascism,have,PROPN
player,would,part
puncture,push,PROPN
team,would,"500,000"
PROPN,face,task
minister,may,need
state,be,PROPN
PROPN,will,PROPN
vessel,return,fire
state,record,jump
PROPN,sell,phone
PROPN,beat,forecast
article,state,fact
article,do,teacher
research,could,avenue
observer,say,they
opposition,to,result
PROPN,show,experience
PROPN,show,class
PROPN,fire,winner
people,do,candidate
PROPN,score,try
PROPN,advise,paper
PROPN,shower,gift
PROPN,have,start
PROPN,control,border
t,see,one
PROPN,close,quarter
Police,have,property
couple,share,sentiment
couple,be,corner
model,wear,design
channel,will,hour
scenario,could,mother
PROPN,win,game
commissioner,blame,increase
union,could,agreement
family,be,it
company,raise,target
index,pull,index
segment,have,that
friend,have,interest
man,have,tendency
commission,ask,company
PROPN,ask,PROPN
friend,tell,PROPN
PROPN,be,song
PROPN,make,speech
council,do,resident
comedy,have,month
toilet,can,gallon
headline,will,which
family,take,bus
PROPN,use,run
PROPN,report,people
gang,torch,library
scheme,will,"14,500"
manager,will,it
picture,capture,reality
PROPN,plan,collection
designer,occupy,page
sound,add,nicety
scheme,would,they
scheme,want,incentive
PROPN,deflect,shot
icon,produce,methane
individual,could,slice
individual,drink,glass
PROPN,turn,ball
PROPN,miss,10
PROPN,acquire,hotel
PROPN,leave,husband
PROPN,to,property
move,could,implication
PROPN,use,card
people,remember,what
PROPN,have,round
bondholder,face,prospect
experience,offset,loss
PROPN,might,stand
reporter,condemn,arrest
PROPN,begin,career
PROPN,tie,it
government,release,toll
PROPN,doesn,which
bystander,have,arm
PROPN,have,gain
PROPN,join,PROPN
PROPN,lead,team
soul,may,closure
wife,may,closure
PROPN,receive,support
member,give,that
dancer,do,PROPN
PROPN,pull,PROPN
PROPN,hold,nerve
system,have,fuse
report,do,company
program,link,which
program,discuss,which
information,enable,PROPN
range,include,imposition
chance,decrease,deadline
PROPN,have,deadline
rim,be,it
daughter,see,she
statement,recognize,compromise
PROPN,could,bill
military,do,nothing
slowdown,reflect,fact
wire,circuit,rider
smoke,escape,rider
wire,panic,rider
PROPN,must,waiver
rule,ban,trade
PROPN,double,amount
assessment,would,fund
group,have,much
management,withhold,information
veteran,have,help
government,say,help
inquiry,criticise,police
PROPN,launch,manifesto
half,be,PROPN
round,mean,travel
t,have,that
information,charge,PROPN
support,attract,harassment
group,have,ownership
claim,would,some
t,do,drug
t,don,drug
PROPN,to,lead
market,may,strength
market,be,strength
PROPN,clinch,place
tube,carry,water
sun,can,skin
police,to,item
PROPN,have,restaurant
tie,play,role
report,raise,speculation
critic,have,PROPN
man,have,I
promotion,mirror,trend
PROPN,will,airport
policy,have,PROPN
datum,submit,group
datum,indicate,group
measure,face,debate
PROPN,have,fund
meltdown,be,toll
PROPN,have,testing
company,provide,estimate
PROPN,see,unit
PROPN,tie,it
PROPN,say,regret
travel,abolish,category
PROPN,suspect,which
wife,have,sum
PROPN,hit,3s
wave,be,change
PROPN,exempt,PROPN
porter,have,call
murder,bear,hallmark
man,pay,employee
PROPN,need,what
traveler,to,neighborhood
PROPN,to,responsibility
career,span,decade
woman,comprise,percent
oosthuizen,open,bogey
oosthuizen,have,bogey
PROPN,hitch,future
PROPN,include,extra
situation,can,level
projection,will,prognosis
PROPN,face,set
PROPN,have,run
non,should,question
PROPN,lose,who
PROPN,use,tactic
agreement,mark,end
brother,hijack,enterprise
PROPN,have,game
government,have,step
vessel,be,food
candidate,would,intention
police,declare,they
ship,strike,rock
board,should,adviser
failure,have,gamut
attorney,dispute,allegation
PROPN,have,money
seller,have,bet
PROPN,dismiss,claim
PROPN,hold,ball
year,must,he
PROPN,congratulate,PROPN
bank,have,range
bank,have,position
PROPN,recall,childhood
PROPN,mention,event
PROPN,pay,10
PROPN,beat,PROPN
symphony,have,climax
PROPN,hold,cent
ban,describe,visit
company,own,"1,492,333"
PROPN,break,distinction
PROPN,have,distinction
trade,seem,way
t,blow,competition
bird,get,rhythm
game,continue,march
measure,reverse,regulation
son,begin,college
PROPN,refer,ransom
PROPN,demand,ransom
people,t,technology
people,do,that
figure,take,seat
passenger,join,he
area,include,housing
PROPN,have,e
board,begin,activity
singer,have,name
government,pick,they
government,send,they
PROPN,to,PROPN
contrast,illustrate,way
analyst,call,what
PROPN,be,season
people,confront,demon
people,discover,sister
PROPN,have,rule
album,could,sense
PROPN,tell,PROPN
PROPN,have,value
child,rediscover,root
police,find,name
PROPN,have,percent
PROPN,be,book
t,ignore,number
PROPN,abuse,boy
worker,have,home
existence,make,mockery
drive,be,official
reform,will,people
academy,have,progress
office,must,brief
PROPN,tell,PROPN
education,can,place
PROPN,violate,rule
community,back,measure
PROPN,have,story
researcher,say,effort
PROPN,trim,payment
car,leave,road
rest,can,freedom
PROPN,will,co
court,uphold,standard
government,must,this
PROPN,start,half
PROPN,force,PROPN
PROPN,see,opportunity
crowd,demand,attention
medication,may,role
life,to,role
study,use,people
individual,will,help
bank,have,whom
hush,descend,chime
experience,highlight,debate
PROPN,announce,plan
activity,be,garden
car,rise,flight
PROPN,have,relationship
PROPN,have,phone
government,have,advert
detective,accuse,mayor
power,have,I
people,take,it
hander,could,which
PROPN,suffer,setback
survey,question,nurse
individual,have,accreditation
individual,have,ability
debate,show,sensitivity
comment,will,much
PROPN,have,hope
association,leverage,input
PROPN,have,what
company,send,invitation
company,receive,%
people,be,pinch
PROPN,have,view
people,consider,view
PROPN,employ,people
campaign,must,itself
law,would,journalism
figure,to,story
treaty,do,constitution
section,have,imitator
PROPN,have,serve
economy,will,PROPN
courier,mask,trip
prosecutor,have,judge
document,condemn,occupation
anniversary,have,awareness
father,tell,PROPN
public,would,democrat
brother,tell,PROPN
victim,receive,money
change,be,root
duo,have,root
estimate,reflect,plunge
deformity,keep,PROPN
president,must,cause
president,have,relationship
PROPN,tell,reporter
tablemax,have,PROPN
state,may,quarantine
loss,could,problem
farmer,be,crop
farmer,be,crop
PROPN,may,role
PROPN,offer,PROPN
minister,quit,government
state,have,stake
PROPN,share,draw
conference,include,panel
neighbor,be,much
cord,help,flag
PROPN,collapse,flag
cord,brandish,flag
country,to,pirate
country,arrest,pirate
prosecutor,call,death
sow,find,she
sow,beat,she
PROPN,have,earthquake
PROPN,weather,earthquake
report,show,temperature
finding,could,cause
court,hear,parent
court,would,parent
court,try,parent
court,wiggle,body
life,explain,status
people,recognize,truth
airport,encapsulate,world
situation,have,phase
oil,add,luster
PROPN,have,much
train,be,station
student,start,strike
white,attend,that
member,have,cause
observer,keep,watch
agency,be,third
boy,outperform,girl
foundation,have,that
PROPN,select,PROPN
success,have,equation
lawyer,accompany,he
clothing,litter,earth
itinerary,resemble,those
PROPN,score,goal
PROPN,make,save
PROPN,have,child
official,note,reticence
plant,have,garden
PROPN,do,it
PROPN,tread,it
PROPN,wasn,it
PROPN,face,charge
hair,block,strap
site,require,year
t,read,word
dozen,pack,court
production,have,that
injury,have,ability
PROPN,attend,minicamp
t,earn,ticket
PROPN,get,lot
PROPN,get,more
state,will,assistance
process,would,testimony
majority,take,uniform
majority,go,uniform
majority,get,job
PROPN,open,10th
people,have,misfortune
PROPN,will,council
PROPN,have,side
trial,take,courtroom
mortar,underscore,danger
infighting,could,PROPN
PROPN,plan,change
refusal,remain,knock
tie,take,knock
user,to,PROPN
company,can,user
PROPN,have,this
third,identify,themselves
PROPN,say,rubric
PROPN,have,praise
party,be,issue
movie,would,second
victory,move,he
Police,have,prison
hospital,be,people
economy,to,job
ciavarella,face,charge
virus,have,people
People,have,right
PROPN,do,more
insurer,will,insurance
soldier,have,militant
PROPN,have,history
search,will,ending
economic,may,conversation
software,support,PROPN
PROPN,suffer,loss
thousand,learn,lesson
PROPN,face,challenge
PROPN,score,run
breath,will,mind
judge,have,PROPN
scrutiny,represent,development
result,include,gain
trend,boost,exporter
trend,forecast,gain
none,have,move
drive,cut,it
flu,kill,people
PROPN,have,week
PROPN,outrebounde,PROPN
PROPN,distance,himself
prosecutor,find,trace
figure,include,category
police,use,radar
increase,will,PROPN
PROPN,would,book
party,oppose,plan
publisher,be,section
stress,can,system
boss,continue,evening
dummy,enable,he
steep,rise,PROPN
steep,push,PROPN
family,have,root
bank,be,treatment
country,fight,hunger
PROPN,develop,algorithm
government,have,authority
PROPN,finish,second
t,find,it
woman,could,fine
levy,prompt,rebellion
PROPN,announce,euro
country,would,specter
demonstration,underline,tension
attempt,remain,decision
gap,show,contour
PROPN,eschew,mechanic
campaigner,would,PROPN
article,manage,contractor
PROPN,face,problem
violence,prompt,PROPN
victory,put,game
week,suggest,tension
concession,would,11
concession,kill,treaty
retailer,get,wish
PROPN,win,amount
panel,find,people
name,could,prospect
PROPN,be,political
sniper,kill,pilgrim
PROPN,have,medal
detective,seize,vehicle
friend,get,tin
PROPN,have,opportunity
broadcaster,do,same
reality,have,potential
People,be,policy
PROPN,do,thing
hero,cause,mess
man,be,money
PROPN,appoint,he
showdown,give,rise
official,say,administration
PROPN,be,that
PROPN,do,that
employer,be,participation
PROPN,may,step
PROPN,say,detail
PROPN,have,response
department,be,employee
opinion,reveal,issue
country,have,resource
trader,need,excuse
study,test,compound
percent,choose,environment
size,give,opening
PROPN,have,leeway
force,have,PROPN
force,shoot,PROPN
force,injure,PROPN
PROPN,be,generation
official,have,fact
representative,will,summit
news,create,stir
t,do,it
service,charge,rate
debate,will,amendment
people,want,market
limit,would,picture
force,may,civilian
wonder,deliver,I
ballot,miss,name
PROPN,slash,job
procession,come,move
procession,to,move
friend,have,more
people,would,I
PROPN,have,nation
move,will,all
PROPN,have,nation
airline,could,bankruptcy
authority,have,journalist
t,fill,tank
t,fill,prescription
t,do,anything
PROPN,be,place
company,be,freeze
company,have,investment
gung,cost,reader
PROPN,occupy,PROPN
PROPN,have,base
offense,come,PROPN
PROPN,route,PROPN
artist,curate,exhibition
line,',this
station,will,work
PROPN,have,concern
fan,wave,flag
neighbor,see,abduction
car,pass,checkpoint
PROPN,have,PROPN
PROPN,announce,intent
author,never,mother
student,take,test
t,don,insignia
union,have,contract
attorney,tell,PROPN
government,take,step
PROPN,reject,independence
troop,know,it
arm,have,voter
firm,join,it
opposition,have,option
government,take,care
Police,be,link
ethanol,have,third
protest,follow,row
PROPN,bar,president
PROPN,interview,woman
mod,have,we
investor,be,result
t,don,PROPN
order,show,fall
officer,tackle,protester
officer,carry,some
gunman,open,fire
guard,return,fire
PROPN,track,amount
demand,can,supply
PROPN,would,much
newspaper,criticize,government
speculator,to,advantage
speculator,push,spread
economist,say,economy
source,tell,magazine
t,stop,pain
authority,be,firm
PROPN,can,money
court,will,argument
dishwasher,remove,writing
official,use,PROPN
official,post,joke
militia,clench,fist
declaration,provide,mechanism
government,to,cost
PROPN,pin,casualty
PROPN,take,casualty
tank,join,battle
bunny,do,PROPN
visitor,can,something
PROPN,attack,PROPN
plan,signal,intention
field,put,tenth
PROPN,shoot,leopard
PROPN,kill,leopard
PROPN,purchase,permit
PROPN,provide,information
PROPN,lose,shot
PROPN,maintain,youngster
executive,have,plan
t,cover,it
legislation,empower,government
problem,threaten,economy
minister,tell,friend
PROPN,ask,he
thriller,take,lead
decision,take,performance
power,keep,PROPN
site,have,"12,000"
site,collect,yuan
rainstorm,have,most
firefighter,contain,blaze
one,shake,hand
PROPN,tie,knot
scientist,have,shroud
t,visit,office
people,to,themselves
PROPN,link,group
PROPN,be,point
voter,learn,what
threat,give,way
PROPN,will,PROPN
euro,enter,PROPN
testimony,should,belief
PROPN,have,authorisation
courtyard,have,something
son,make,cake
summit,welcome,effort
summit,express,confidence
police,tell,PROPN
news,will,fact
PROPN,need,change
factor,could,inability
initiative,restore,profitability
risk,have,inability
initiative,may,inability
study,provide,evidence
birder,have,what
jihadist,could,opponent
PROPN,have,PROPN
PROPN,go,they
PROPN,guide,they
competitor,have,cost
filmmaker,track,number
ruling,make,sense
adjustment,do,strength
one,carry,passenger
t,deserve,sleaze
people,be,that
PROPN,do,brain
PROPN,publish,result
tape,reveal,terror
motorcade,pass,school
troop,show,willingness
truck,could,supply
truck,unload,supply
dissident,voice,optimism
storm,leave,he
storm,climb,he
storm,leave,city
family,love,he
PROPN,love,they
Police,shoot,officer
Police,injure,other
PROPN,take,lead
PROPN,have,loan
image,show,hostage
church,will,15
committee,feel,need
t,miss,kreplach
pressure,would,determination
one,doesn,t
t,get,it
t,make,contribution
dressmaker,to,pavilion
statement,issue,hour
dozen,line,road
datum,show,proportion
PROPN,retire,hitter
PROPN,to,pressure
PROPN,address,conference
minister,prove,success
student,make,progress
man,have,customer
witness,tell,PROPN
villager,pull,dead
supporter,ask,king
t,boast,number
trader,welcome,news
PROPN,own,percent
parent,hold,belief
PROPN,ask,PROPN
extension,spark,outrage
result,beat,expectation
result,drive,share
company,would,zone
PROPN,win,couple
researcher,find,what
government,can,they
government,recapitalize,they
government,clean,they
test,discover,skull
PROPN,pay,bomber
pair,commit,offence
pair,may,other
PROPN,describe,what
PROPN,have,week
politician,face,year
architect,make,most
architect,blend,it
broadcaster,might,cause
PROPN,rebound,PROPN
regime,have,will
t,have,suggestion
psychologist,come,belief
PROPN,wear,PROPN
psychologist,sap,belief
community,want,focus
government,to,charge
evercore,have,itself
evercore,have,alliance
evercore,have,alliance
PROPN,trademark,which
reader,point,we
PROPN,meet,PROPN
PROPN,tell,he
PROPN,muster,advantage
PROPN,hope,win
rival,would,doubt
rival,be,strategy
people,to,status
PROPN,congratulate,team
PROPN,could,dismay
marine,guard,complex
deal,would,unit
PROPN,teach,what
rescuer,carry,girl
number,double,operation
land,quadruple,operation
PROPN,look,driving
putting,overshadow,driving
PROPN,finish,day
PROPN,know,name
PROPN,might,he
merger,will,conglomerate
user,attempt,task
PROPN,be,number
nightmare,recur,processing
nightmare,hinder,it
nightmare,take,place
tension,have,gift
government,have,gift
PROPN,would,certificate
task,be,growth
deal,would,PROPN
PROPN,want,range
country,show,progress
medication,contain,warning
referendum,will,obstacle
referendum,plunge,it
medium,glamorise,everything
business,would,that
PROPN,celebrate,birthday
bureau,didn,condemnation
prospect,bring,condemnation
PROPN,tell,reporter
t,know,speed
PROPN,shrug,idea
office,would,situation
supervisor,suspend,use
prosecutor,file,paper
judge,warn,they
conflict,leave,country
PROPN,be,support
action,resolve,case
woman,be,junction
man,approach,she
man,take,purse
flood,have,havoc
people,have,havoc
thousand,camp,what
general,disagree,accountability
PROPN,have,accountability
unemployment,spawn,PROPN
army,can,president
army,remove,president
PROPN,change,they
detective,put,picture
PROPN,identify,he
PROPN,have,much
PROPN,spend,year
PROPN,tell,PROPN
PROPN,have,victory
party,pull,candidate
victim,make,charge
steadiness,give,nod
PROPN,post,overview
challenge,card,75
regulator,offer,benefit
prosecution,list,witness
tension,embody,he
ability,turn,he
company,shock,investor
knock,come,decision
knock,vindicate,decision
bank,to,fund
PROPN,get,credit
other,offer,thought
PROPN,will,student
PROPN,have,diplomat
PROPN,have,tie
pundit,have,who
logging,have,that
witness,tell,roar
official,keep,eye
voter,choose,PROPN
appearance,take,place
prospect,have,anxiety
PROPN,do,nothing
PROPN,drive,PROPN
PROPN,recover,it
statement,could,cover
brand,don,t
PROPN,never,three
company,to,cent
PROPN,take,catch
user,can,eye
PROPN,be,bank
PROPN,will,version
people,lose,weight
vocal,jeer,PROPN
t,recant,it
PROPN,do,she
agency,have,report
system,have,way
t,raise,child
PROPN,tell,I
PROPN,employ,staff
grandstanding,drag,trial
violinist,play,movement
looter,have,site
expectation,be,generation
insurgent,mount,attack
committee,bar,percent
logic,defy,standard
stiletto,touch,brain
company,be,resource
minister,deem,measure
rajoy,put,concern
law,prevent,official
news,report,PROPN
divorce,leave,he
PROPN,have,way
other,have,flight
officer,have,mod
opponent,line,street
defeat,cripple,dream
police,say,shot
trouble,raise,likelihood
PROPN,pull,point
group,to,corporation
making,could,unmaking
helicopter,drop,ransom
PROPN,will,time
PROPN,to,answer
PROPN,discuss,answer
drive,lie,village
police,arrest,teenager
effort,underscore,difficulty
denomination,consecrate,bishop
grader,make,likeness
form,develop,mutation
PROPN,have,PROPN
analyst,predict,revenue
movie,earn,"1,250,000"
friehling,could,year
PROPN,have,push
PROPN,override,veto
mayor,say,bill
people,can,cash
landing,take,place
increase,will,challenge
city,have,money
city,would,cost
firm,include,activity
PROPN,shovel,sidewalk
legion,have,help
straw,discover,mistake
straw,pay,money
history,betray,intent
PROPN,have,interest
thousand,have,clinic
conflict,show,sign
exception,have,summary
word,will,stalemate
crew,be,wreckage
investigator,give,reading
police,barricade,protester
weather,stoke,tourism
PROPN,have,history
artistry,manifest,itself
globalisation,mean,PROPN
number,prove,point
injury,affect,he
individual,be,rent
support,affirm,solidarity
governor,cancel,schedule
throw,can,block
PROPN,will,bill
PROPN,send,bill
PROPN,put,it
country,can,election
country,may,winner
PROPN,announce,campaign
PROPN,make,history
campaign,have,effect
newscast,have,little
robot,could,companionship
controversy,make,impact
form,be,elder
form,enforce,justice
People,could,help
PROPN,make,showing
star,do,time
PROPN,do,call
one,tell,that
minister,order,report
PROPN,could,plan
visitor,do,note
designer,have,blonde
PROPN,have,9
team,to,bioaccumulation
team,to,bioaccumulation
pet,have,reaction
simulation,would,they
PROPN,will,we
PROPN,mount,coup
PROPN,be,coup
company,would,PROPN
company,alert,PROPN
PROPN,have,262
police,alert,they
pair,have,capacity
PROPN,have,shareholding
people,create,identity
world,provide,information
parent,have,signature
t,miss,cutoff
trustee,can,house
t,read,magazine
nation,have,month
guest,show,inclination
killer,shout,word
people,to,geography
PROPN,suffer,injury
t,have,time
people,have,petition
vandal,set,fire
issue,have,world
customer,save,money
development,take,place
PROPN,learn,difference
official,call,search
official,have,part
third,have,PROPN
PROPN,move,ball
issue,include,grievance
company,handle,worker
PROPN,deliver,event
PROPN,give,control
PROPN,stop,practice
PROPN,kill,herself
PROPN,produce,car
consumer,may,toy
race,feature,vehicle
race,float,vehicle
race,make,it
council,reiterate,call
worker,make,money
